,State,County,Year,MME,Population,fips,_merge,Prescription Rate Per Capita
205,WA,Mason,2013,22267489.08135,60480,53045.0,both,368.17938295882936
206,WA,Mason,2014,21411378.33225,60613,53045.0,both,353.24729566677115
207,WA,Okanogan,2006,14189955.6255,39218,53047.0,both,361.8225209215156
208,WA,Okanogan,2007,17305320.1155,39589,53047.0,both,437.12445667988584
209,WA,Okanogan,2008,19154814.945225,40115,53047.0,both,477.4975681222735
210,WA,Okanogan,2009,21779971.1184,40552,53047.0,both,537.087470862103
211,WA,Okanogan,2010,24892731.8518125,41120,53047.0,both,605.3679925051678
212,WA,Okanogan,2011,21848150.5690875,41325,53047.0,both,528.6908788647913
213,WA,Okanogan,2012,17674612.9693125,41176,53047.0,both,429.24550634623324
214,WA,Okanogan,2013,13360120.0020375,41044,53047.0,both,325.50726055056765
215,WA,Okanogan,2014,13177892.903175,41225,53047.0,both,319.6578023814433
216,WA,Pacific,2006,9281652.2445,21354,53049.0,both,434.65637559707784
217,WA,Pacific,2007,10519284.0870375,21458,53049.0,both,490.2266794220104
218,WA,Pacific,2008,12231422.1356625,21358,53049.0,both,572.6857447168508
219,WA,Pacific,2009,16600360.9088625,21272,53049.0,both,780.3855259901513
220,WA,Pacific,2010,17796522.7875,20920,53049.0,both,850.6942059034418
221,WA,Pacific,2011,18355074.6713625,20888,53049.0,both,878.7377763003878
222,WA,Pacific,2012,16657715.4975,20591,53049.0,both,808.980403938614
223,WA,Pacific,2013,16403985.0413625,20460,53049.0,both,801.7587996755865
224,WA,Pacific,2014,16506427.0575,20583,53049.0,both,801.9446658650343
225,WA,Pend Oreille,2006,7940225.713500001,12652,53051.0,both,627.5866039756561
226,WA,Pend Oreille,2007,9200555.025,12792,53051.0,both,719.2428881332083
227,WA,Pend Oreille,2008,9542375.925,12948,53051.0,both,736.9768246061168
228,WA,Pend Oreille,2009,9801218.7375,12946,53051.0,both,757.0847163216438
229,WA,Pend Oreille,2010,9262608.8625,13001,53051.0,both,712.4535699176987
230,WA,Pend Oreille,2011,8148004.8375,12956,53051.0,both,628.8981813445508
231,WA,Pend Oreille,2012,7784505.0525,13007,53051.0,both,598.485819366495
232,WA,Pend Oreille,2013,8001651.3825,12890,53051.0,both,620.7642655159038
233,WA,Pend Oreille,2014,7281379.8,12926,53051.0,both,563.3126876063748
234,WA,Pierce,2006,222611054.6263625,764241,53053.0,both,291.2838419115992
235,WA,Pierce,2007,260048243.458925,774049,53053.0,both,335.95837402919585
236,WA,Pierce,2008,265018328.78615,787099,53053.0,both,336.70266229044887
237,WA,Pierce,2009,274530858.8062875,796836,53053.0,both,344.52617452811813
238,WA,Pierce,2010,277785725.9746875,795225,53053.0,both,349.3171441726398
239,WA,Pierce,2011,271541927.5213125,807728,53053.0,both,336.1799114569663
240,WA,Pierce,2012,254441255.5513125,815772,53053.0,both,311.9024133597531
241,WA,Pierce,2013,247305736.5783,821307,53053.0,both,301.11241786360034
242,WA,Pierce,2014,263442226.604925,833106,53053.0,both,316.2169359060252
243,WA,San Juan,2006,2633223.5738625,15164,53055.0,both,173.6496685480414
244,WA,San Juan,2007,3019123.629,15280,53055.0,both,197.58662493455498
245,WA,San Juan,2008,3473493.6413625,15462,53055.0,both,224.64711171662785
246,WA,San Juan,2009,4387542.9,15484,53055.0,both,283.35978429346426
