County,Year,Population,State,fips,Deaths,_merge,drug_mortality_per_capita
Jim Wells County,2007.0,41055,TX,48249.0,337.0,both,0.008208500791620997
Johnson County,2007.0,149540,TX,48251.0,1068.0,both,0.007141901832285676
Jones County,2007.0,19154,TX,48253.0,161.0,both,0.008405554975462045
Karnes County,2007.0,15050,TX,48255.0,156.0,both,0.01036544850498339
Kaufman County,2007.0,96603,TX,48257.0,773.0,both,0.008001821889589351
Kendall County,2007.0,31229,TX,48259.0,258.0,both,0.008261551762784591
Kenedy County,2007.0,387,TX,48261.0,,left_only,0.01
Kent County,2007.0,719,TX,48263.0,,left_only,0.01
Kerr County,2007.0,47488,TX,48265.0,651.0,both,0.01370872641509434
Kimble County,2007.0,4425,TX,48267.0,53.0,both,0.011977401129943503
King County,2007.0,292,TX,48269.0,,left_only,0.01
Kinney County,2007.0,3313,TX,48271.0,24.0,both,0.00724418955629339
Kleberg County,2007.0,30638,TX,48273.0,246.0,both,0.008029244728768196
Knox County,2007.0,3467,TX,48275.0,46.0,both,0.013267955004326508
Lamar County,2007.0,48974,TX,48277.0,588.0,both,0.012006370727324703
Lamb County,2007.0,13815,TX,48279.0,156.0,both,0.011292073832790446
Lampasas County,2007.0,20696,TX,48281.0,200.0,both,0.009663703131039814
La Salle County,2007.0,5925,TX,48283.0,35.0,both,0.00590717299578059
Lavaca County,2007.0,18648,TX,48285.0,226.0,both,0.01211926211926212
Lee County,2007.0,16165,TX,48287.0,162.0,both,0.010021651716671822
Leon County,2007.0,16377,TX,48289.0,208.0,both,0.01270073884105758
Liberty County,2007.0,74810,TX,48291.0,716.0,both,0.009570912979548188
Limestone County,2007.0,22407,TX,48293.0,269.0,both,0.012005176953630561
Lipscomb County,2007.0,2998,TX,48295.0,32.0,both,0.01067378252168112
Live Oak County,2007.0,11293,TX,48297.0,103.0,both,0.009120694235367042
Llano County,2007.0,18279,TX,48299.0,260.0,both,0.01422397286503638
Loving County,2007.0,54,TX,48301.0,,left_only,0.01
Lubbock County,2007.0,262895,TX,48303.0,2106.0,both,0.008010802791989197
Lynn County,2007.0,5781,TX,48305.0,58.0,both,0.01003286628610967
McCulloch County,2007.0,7806,TX,48307.0,120.0,both,0.015372790161414296
McLennan County,2007.0,228241,TX,48309.0,1997.0,both,0.008749523529952988
McMullen County,2007.0,873,TX,48311.0,10.0,both,0.011454753722794959
Madison County,2007.0,13245,TX,48313.0,128.0,both,0.009664024160060401
Marion County,2007.0,10649,TX,48315.0,157.0,both,0.014743168372617146
Martin County,2007.0,4416,TX,48317.0,31.0,both,0.007019927536231884
Mason County,2007.0,3902,TX,48319.0,66.0,both,0.016914402870322913
Matagorda County,2007.0,36732,TX,48321.0,362.0,both,0.009855167156702602
Maverick County,2007.0,50999,TX,48323.0,282.0,both,0.005529520186670327
Medina County,2007.0,43749,TX,48325.0,352.0,both,0.008045898191958674
Menard County,2007.0,2104,TX,48327.0,34.0,both,0.016159695817490494
Midland County,2007.0,126082,TX,48329.0,887.0,both,0.007035104138576482
Milam County,2007.0,24729,TX,48331.0,313.0,both,0.012657204092361195
Mills County,2007.0,4983,TX,48333.0,58.0,both,0.011639574553481838
Mitchell County,2007.0,9287,TX,48335.0,101.0,both,0.010875417249919242
Montague County,2007.0,19614,TX,48337.0,248.0,both,0.01264402977465076
Montgomery County,2007.0,412630,TX,48339.0,2407.0,both,0.005833313137677823
Moore County,2007.0,19816,TX,48341.0,151.0,both,0.0076201049656842955
Morris County,2007.0,13014,TX,48343.0,173.0,both,0.013293376363915784
Motley County,2007.0,1278,TX,48345.0,14.0,both,0.010954616588419406
Nacogdoches County,2007.0,62569,TX,48347.0,531.0,both,0.008486630759641355
Navarro County,2007.0,48818,TX,48349.0,470.0,both,0.009627596378385022
Newton County,2007.0,13748,TX,48351.0,164.0,both,0.0119290078556881
Nolan County,2007.0,14580,TX,48353.0,176.0,both,0.012071330589849109
Nueces County,2007.0,318902,TX,48355.0,2480.0,both,0.007776683746103819
Ochiltree County,2007.0,9472,TX,48357.0,71.0,both,0.007495777027027027
Oldham County,2007.0,2069,TX,48359.0,14.0,both,0.006766553890768487
Orange County,2007.0,82496,TX,48361.0,927.0,both,0.011236908456167571
Palo Pinto County,2007.0,27344,TX,48363.0,327.0,both,0.011958747805734348
Panola County,2007.0,23028,TX,48365.0,271.0,both,0.011768282091367032
Parker County,2007.0,108639,TX,48367.0,863.0,both,0.007943740277432597
Parmer County,2007.0,9403,TX,48369.0,86.0,both,0.009146017228544082
Pecos County,2007.0,15826,TX,48371.0,114.0,both,0.007203336282067484
Polk County,2007.0,46463,TX,48373.0,602.0,both,0.01295654606891505
Potter County,2007.0,120758,TX,48375.0,1128.0,both,0.009340996041670118
Presidio County,2007.0,7569,TX,48377.0,44.0,both,0.005813185361342317
Rains County,2007.0,11221,TX,48379.0,106.0,both,0.009446573389181
Randall County,2007.0,112775,TX,48381.0,792.0,both,0.007022833074706273
Reagan County,2007.0,2989,TX,48383.0,20.0,both,0.006691201070592171
Real County,2007.0,3018,TX,48385.0,41.0,both,0.013585155732273028
Red River County,2007.0,13063,TX,48387.0,219.0,both,0.016764908520248027
Reeves County,2007.0,11104,TX,48389.0,107.0,both,0.009636167146974064
Refugio County,2007.0,7320,TX,48391.0,82.0,both,0.011202185792349727
Roberts County,2007.0,843,TX,48393.0,,left_only,0.01
Robertson County,2007.0,15819,TX,48395.0,178.0,both,0.011252291548138315
Rockwall County,2007.0,73947,TX,48397.0,372.0,both,0.005030630045843645
Runnels County,2007.0,10322,TX,48399.0,131.0,both,0.01269133888781244
Rusk County,2007.0,48450,TX,48401.0,472.0,both,0.009742002063983488
Sabine County,2007.0,10147,TX,48403.0,165.0,both,0.016260963831674385
San Augustine County,2007.0,8685,TX,48405.0,125.0,both,0.014392630972941854
San Jacinto County,2007.0,24790,TX,48407.0,242.0,both,0.009762000806776926
San Patricio County,2007.0,68299,TX,48409.0,552.0,both,0.008082109547723978
San Saba County,2007.0,5902,TX,48411.0,63.0,both,0.010674347678752964
Schleicher County,2007.0,2746,TX,48413.0,35.0,both,0.012745812090313183
Scurry County,2007.0,16039,TX,48415.0,131.0,both,0.008167591495729161
Shackelford County,2007.0,3116,TX,48417.0,47.0,both,0.015083440308087292
Shelby County,2007.0,26380,TX,48419.0,275.0,both,0.01042456406368461
Sherman County,2007.0,2891,TX,48421.0,21.0,both,0.007263922518159807
Smith County,2007.0,198018,TX,48423.0,1747.0,both,0.008822430284115586
Somervell County,2007.0,7702,TX,48425.0,67.0,both,0.008699039210594652
Starr County,2007.0,60949,TX,48427.0,347.0,both,0.005693284549377348
Stephens County,2007.0,9458,TX,48429.0,117.0,both,0.012370480016916896
Sterling County,2007.0,1219,TX,48431.0,,left_only,0.01
Stonewall County,2007.0,1376,TX,48433.0,31.0,both,0.02252906976744186
Sutton County,2007.0,4294,TX,48435.0,39.0,both,0.009082440614811364
Swisher County,2007.0,7631,TX,48437.0,79.0,both,0.010352509500720744
Tarrant County,2007.0,1709745,TX,48439.0,10418.0,both,0.0060933063117599405
Taylor County,2007.0,126542,TX,48441.0,1165.0,both,0.009206429485862401
Terrell County,2007.0,917,TX,48443.0,11.0,both,0.011995637949836423
Terry County,2007.0,12141,TX,48445.0,143.0,both,0.01177827197100733
Throckmorton County,2007.0,1624,TX,48447.0,24.0,both,0.014778325123152709
Titus County,2007.0,29129,TX,48449.0,264.0,both,0.009063132960280133
Tom Green County,2007.0,106517,TX,48451.0,962.0,both,0.009031422214294432
Travis County,2007.0,970477,TX,48453.0,4461.0,both,0.004596708628849524
Trinity County,2007.0,14021,TX,48455.0,219.0,both,0.015619428000855858
Tyler County,2007.0,20294,TX,48457.0,255.0,both,0.012565290233566572
Upshur County,2007.0,37515,TX,48459.0,431.0,both,0.011488737838198055
Upton County,2007.0,2976,TX,48461.0,36.0,both,0.012096774193548387
Uvalde County,2007.0,26548,TX,48463.0,223.0,both,0.008399879463613077
Val Verde County,2007.0,47521,TX,48465.0,351.0,both,0.0073862082026893375
Van Zandt County,2007.0,51866,TX,48467.0,644.0,both,0.012416612038715151
Victoria County,2007.0,86155,TX,48469.0,783.0,both,0.009088271139225813
Walker County,2007.0,63686,TX,48471.0,446.0,both,0.007003109003548661
Waller County,2007.0,35827,TX,48473.0,265.0,both,0.007396656153180563
Ward County,2007.0,10145,TX,48475.0,113.0,both,0.01113849186791523
Washington County,2007.0,32071,TX,48477.0,370.0,both,0.011536902497583486
Webb County,2007.0,230848,TX,48479.0,1077.0,both,0.004665407540892709
Wharton County,2007.0,40801,TX,48481.0,395.0,both,0.009681135266292492
Wheeler County,2007.0,4761,TX,48483.0,78.0,both,0.01638311279143037
Wichita County,2007.0,128228,TX,48485.0,1276.0,both,0.009951024737186885
Wilbarger County,2007.0,13747,TX,48487.0,188.0,both,0.013675711064232196
Willacy County,2007.0,20347,TX,48489.0,142.0,both,0.0069789158106846215
Williamson County,2007.0,373234,TX,48491.0,1610.0,both,0.004313647738416114
Wilson County,2007.0,39156,TX,48493.0,307.0,both,0.00784043313923792
Winkler County,2007.0,6537,TX,48495.0,76.0,both,0.011626128193360868
Wise County,2007.0,57569,TX,48497.0,472.0,both,0.00819885702374542
Wood County,2007.0,42270,TX,48499.0,527.0,both,0.012467471019635676
Yoakum County,2007.0,7427,TX,48501.0,48.0,both,0.006462905614649253
Young County,2007.0,17724,TX,48503.0,245.0,both,0.01382306477093207
Zapata County,2007.0,13546,TX,48505.0,70.0,both,0.005167577144544515
Zavala County,2007.0,11640,TX,48507.0,73.0,both,0.006271477663230241
Anderson County,2008.0,56709,TX,48001.0,617.0,both,0.010880107214022466
Andrews County,2008.0,13662,TX,48003.0,129.0,both,0.009442248572683356
Angelina County,2008.0,82841,TX,48005.0,836.0,both,0.01009162129863232
Aransas County,2008.0,24549,TX,48007.0,343.0,both,0.013972055888223553
Archer County,2008.0,8973,TX,48009.0,74.0,both,0.008246963111556893
Armstrong County,2008.0,2084,TX,48011.0,15.0,both,0.007197696737044146
Atascosa County,2008.0,43925,TX,48013.0,357.0,both,0.008127490039840637
Austin County,2008.0,27032,TX,48015.0,260.0,both,0.009618230245634803
Bailey County,2008.0,6289,TX,48017.0,50.0,both,0.007950389569088886
Bandera County,2008.0,20501,TX,48019.0,173.0,both,0.008438612750597532
Bastrop County,2008.0,73436,TX,48021.0,506.0,both,0.00689035350509287
Baylor County,2008.0,3723,TX,48023.0,55.0,both,0.014773032500671501
Bee County,2008.0,32325,TX,48025.0,220.0,both,0.006805877803557618
Bell County,2008.0,285598,TX,48027.0,1847.0,both,0.006467132122773969
Bexar County,2008.0,1621304,TX,48029.0,10744.0,both,0.006626764628965326
Blanco County,2008.0,9082,TX,48031.0,111.0,both,0.012221977537987228
Borden County,2008.0,599,TX,48033.0,,left_only,0.01
Bosque County,2008.0,17604,TX,48035.0,248.0,both,0.014087707339241081
Bowie County,2008.0,92655,TX,48037.0,934.0,both,0.010080405806486429
Brazoria County,2008.0,301228,TX,48039.0,1925.0,both,0.006390508186489968
Brazos County,2008.0,174864,TX,48041.0,833.0,both,0.004763702077042731
Brewster County,2008.0,9280,TX,48043.0,80.0,both,0.008620689655172414
Briscoe County,2008.0,1469,TX,48045.0,27.0,both,0.018379850238257316
Brooks County,2008.0,7413,TX,48047.0,83.0,both,0.01119654660731148
Brown County,2008.0,38106,TX,48049.0,505.0,both,0.01325250616700782
Burleson County,2008.0,16566,TX,48051.0,170.0,both,0.010261982373536158
Burnet County,2008.0,44583,TX,48053.0,387.0,both,0.008680438732252204
Caldwell County,2008.0,37533,TX,48055.0,252.0,both,0.006714091599392535
Calhoun County,2008.0,20453,TX,48057.0,182.0,both,0.008898450105119053
Callahan County,2008.0,13342,TX,48059.0,160.0,both,0.01199220506670664
Cameron County,2008.0,389164,TX,48061.0,2180.0,both,0.005601751446690856
Camp County,2008.0,12673,TX,48063.0,159.0,both,0.012546358399747494
Carson County,2008.0,6164,TX,48065.0,65.0,both,0.01054510058403634
Cass County,2008.0,29237,TX,48067.0,416.0,both,0.014228546020453535
Castro County,2008.0,7118,TX,48069.0,63.0,both,0.008850800786737847
Chambers County,2008.0,29366,TX,48071.0,215.0,both,0.0073213920860859495
Cherokee County,2008.0,48235,TX,48073.0,537.0,both,0.011132994713382399
Childress County,2008.0,7562,TX,48075.0,71.0,both,0.009389050515736578
Clay County,2008.0,10933,TX,48077.0,104.0,both,0.009512485136741973
Cochran County,2008.0,2979,TX,48079.0,30.0,both,0.010070493454179255
Coke County,2008.0,3356,TX,48081.0,51.0,both,0.015196662693682956
Coleman County,2008.0,8578,TX,48083.0,135.0,both,0.01573793425040802
Collin County,2008.0,763438,TX,48085.0,2960.0,both,0.0038771976244305366
Collingsworth County,2008.0,3010,TX,48087.0,43.0,both,0.014285714285714285
Colorado County,2008.0,20672,TX,48089.0,251.0,both,0.01214202786377709
Comal County,2008.0,110119,TX,48091.0,824.0,both,0.00748281404662229
Comanche County,2008.0,13478,TX,48093.0,186.0,both,0.013800267101943908
Concho County,2008.0,3616,TX,48095.0,36.0,both,0.00995575221238938
Cooke County,2008.0,38430,TX,48097.0,426.0,both,0.011085089773614365
Coryell County,2008.0,73062,TX,48099.0,370.0,both,0.005064192056061975
Cottle County,2008.0,1566,TX,48101.0,29.0,both,0.018518518518518517
Crane County,2008.0,4021,TX,48103.0,32.0,both,0.007958219348420791
Crockett County,2008.0,3792,TX,48105.0,33.0,both,0.00870253164556962
Crosby County,2008.0,6210,TX,48107.0,64.0,both,0.010305958132045089
Culberson County,2008.0,2435,TX,48109.0,13.0,both,0.0053388090349075976
Dallam County,2008.0,6265,TX,48111.0,51.0,both,0.008140462889066242
Dallas County,2008.0,2411921,TX,48113.0,14015.0,both,0.005810720997909965
Dawson County,2008.0,13735,TX,48115.0,135.0,both,0.009828904259191846
Deaf Smith County,2008.0,18420,TX,48117.0,157.0,both,0.008523344191096634
Delta County,2008.0,5455,TX,48119.0,72.0,both,0.013198900091659029
Denton County,2008.0,637516,TX,48121.0,2544.0,both,0.003990488081867749
DeWitt County,2008.0,19626,TX,48123.0,250.0,both,0.012738204422704576
Dickens County,2008.0,2416,TX,48125.0,19.0,both,0.007864238410596027
Dimmit County,2008.0,9739,TX,48127.0,82.0,both,0.008419755621727077
Donley County,2008.0,3715,TX,48129.0,53.0,both,0.014266487213997309
Duval County,2008.0,12026,TX,48131.0,103.0,both,0.008564776317977715
Eastland County,2008.0,18212,TX,48133.0,260.0,both,0.014276301339775971
Ector County,2008.0,131180,TX,48135.0,1168.0,both,0.008903796310413173
Edwards County,2008.0,1944,TX,48137.0,11.0,both,0.00565843621399177
Ellis County,2008.0,147909,TX,48139.0,927.0,both,0.006267367097336876
El Paso County,2008.0,738416,TX,48141.0,4541.0,both,0.006149650061753808
Erath County,2008.0,35793,TX,48143.0,275.0,both,0.007683066521386863
Falls County,2008.0,16794,TX,48145.0,202.0,both,0.0120281052756937
Fannin County,2008.0,33018,TX,48147.0,416.0,both,0.012599188321521595
Fayette County,2008.0,22805,TX,48149.0,294.0,both,0.012891909668932252
Fisher County,2008.0,3907,TX,48151.0,54.0,both,0.01382134630151011
Floyd County,2008.0,6493,TX,48153.0,70.0,both,0.010780840905590635
Foard County,2008.0,1360,TX,48155.0,19.0,both,0.013970588235294118
Fort Bend County,2008.0,532609,TX,48157.0,2092.0,both,0.003927834490217026
Franklin County,2008.0,10856,TX,48159.0,110.0,both,0.010132645541635961
Freestone County,2008.0,19077,TX,48161.0,198.0,both,0.010378990407296744
Frio County,2008.0,16138,TX,48163.0,92.0,both,0.005700830338331887
Gaines County,2008.0,15071,TX,48165.0,102.0,both,0.0067679649658284125
Galveston County,2008.0,288489,TX,48167.0,2418.0,both,0.008381602071482796
Garza County,2008.0,4659,TX,48169.0,54.0,both,0.01159047005795235
Gillespie County,2008.0,23872,TX,48171.0,319.0,both,0.013362935656836461
Glasscock County,2008.0,1211,TX,48173.0,,left_only,0.01
Goliad County,2008.0,7029,TX,48175.0,61.0,both,0.008678332621994593
Gonzales County,2008.0,19498,TX,48177.0,182.0,both,0.00933429069648169
Gray County,2008.0,22101,TX,48179.0,276.0,both,0.012488122709379667
Grayson County,2008.0,118786,TX,48181.0,1248.0,both,0.010506288619871029
Gregg County,2008.0,117665,TX,48183.0,1233.0,both,0.010478901967449964
Grimes County,2008.0,25946,TX,48185.0,242.0,both,0.009327063901950204
Guadalupe County,2008.0,117341,TX,48187.0,825.0,both,0.007030790601750454
Hale County,2008.0,35179,TX,48189.0,280.0,both,0.007959293896927145
Hall County,2008.0,3376,TX,48191.0,40.0,both,0.011848341232227487
Hamilton County,2008.0,8082,TX,48193.0,128.0,both,0.015837663944568176
Hansford County,2008.0,5345,TX,48195.0,62.0,both,0.011599625818521983
Hardeman County,2008.0,4011,TX,48197.0,23.0,both,0.0057342308651209175
Hardin County,2008.0,52405,TX,48199.0,508.0,both,0.009693731514168495
Harris County,2008.0,3980602,TX,48201.0,22019.0,both,0.005531575374779996
Harrison County,2008.0,63775,TX,48203.0,603.0,both,0.009455115640925127
Hartley County,2008.0,4905,TX,48205.0,54.0,both,0.011009174311926606
Haskell County,2008.0,5090,TX,48207.0,93.0,both,0.018271119842829076
Hays County,2008.0,149424,TX,48209.0,734.0,both,0.0049121961666131276
Hemphill County,2008.0,3410,TX,48211.0,26.0,both,0.007624633431085044
Henderson County,2008.0,78757,TX,48213.0,950.0,both,0.012062419848394429
Hidalgo County,2008.0,721275,TX,48215.0,3380.0,both,0.004686146060795119
Hill County,2008.0,35681,TX,48217.0,413.0,both,0.011574787702138392
Hockley County,2008.0,22278,TX,48219.0,188.0,both,0.008438818565400843
Hood County,2008.0,50724,TX,48221.0,549.0,both,0.010823278921220723
Hopkins County,2008.0,34145,TX,48223.0,348.0,both,0.010191828964709328
Houston County,2008.0,22531,TX,48225.0,307.0,both,0.013625671297323687
Howard County,2008.0,32597,TX,48227.0,342.0,both,0.01049176304567905
Hudspeth County,2008.0,3086,TX,48229.0,20.0,both,0.0064808813998703824
Hunt County,2008.0,82271,TX,48231.0,844.0,both,0.010258778913590451
Hutchinson County,2008.0,21411,TX,48233.0,242.0,both,0.011302601466535892
Irion County,2008.0,1707,TX,48235.0,12.0,both,0.007029876977152899
Jack County,2008.0,8601,TX,48237.0,86.0,both,0.009998837344494827
Jackson County,2008.0,14105,TX,48239.0,172.0,both,0.012194257355547678
Jasper County,2008.0,34294,TX,48241.0,419.0,both,0.012217880678835948
Jeff Davis County,2008.0,2247,TX,48243.0,12.0,both,0.0053404539385847796
Jefferson County,2008.0,242201,TX,48245.0,2608.0,both,0.01076791590455861
Jim Hogg County,2008.0,4960,TX,48247.0,50.0,both,0.010080645161290322
Jim Wells County,2008.0,40963,TX,48249.0,332.0,both,0.008104875131215975
Johnson County,2008.0,153889,TX,48251.0,1158.0,both,0.00752490431414851
Jones County,2008.0,19066,TX,48253.0,208.0,both,0.010909472359173398
Karnes County,2008.0,15076,TX,48255.0,135.0,both,0.008954629875298487
Kaufman County,2008.0,100399,TX,48257.0,780.0,both,0.007769001683283698
Kendall County,2008.0,32923,TX,48259.0,282.0,both,0.008565440573459284
Kenedy County,2008.0,383,TX,48261.0,,left_only,0.01
Kent County,2008.0,707,TX,48263.0,10.0,both,0.014144271570014143
Kerr County,2008.0,47928,TX,48265.0,668.0,both,0.013937573026205975
Kimble County,2008.0,4431,TX,48267.0,56.0,both,0.01263823064770932
King County,2008.0,281,TX,48269.0,,left_only,0.01
Kinney County,2008.0,3243,TX,48271.0,39.0,both,0.012025901942645698
Kleberg County,2008.0,30729,TX,48273.0,194.0,both,0.0063132545803638255
Knox County,2008.0,3357,TX,48275.0,57.0,both,0.016979445933869526
Lamar County,2008.0,48961,TX,48277.0,608.0,both,0.012418047017013541
Lamb County,2008.0,13532,TX,48279.0,152.0,both,0.011232633757020397
Lampasas County,2008.0,20909,TX,48281.0,221.0,both,0.010569611172222488
La Salle County,2008.0,5818,TX,48283.0,45.0,both,0.007734616706772087
Lavaca County,2008.0,18539,TX,48285.0,233.0,both,0.012568099681751982
Lee County,2008.0,16224,TX,48287.0,173.0,both,0.010663214990138068
Leon County,2008.0,16843,TX,48289.0,195.0,both,0.011577509944784183
Liberty County,2008.0,75335,TX,48291.0,703.0,both,0.009331651954602775
Limestone County,2008.0,22262,TX,48293.0,297.0,both,0.013341119396280658
Lipscomb County,2008.0,2986,TX,48295.0,32.0,both,0.010716677829872739
Live Oak County,2008.0,11201,TX,48297.0,114.0,both,0.010177662708686724
Llano County,2008.0,18297,TX,48299.0,283.0,both,0.015467016450784282
Loving County,2008.0,40,TX,48301.0,,left_only,0.01
Lubbock County,2008.0,265372,TX,48303.0,2158.0,both,0.00813198076662195
Lynn County,2008.0,5701,TX,48305.0,53.0,both,0.009296614629012453
McCulloch County,2008.0,7873,TX,48307.0,99.0,both,0.012574622126254287
McLennan County,2008.0,230849,TX,48309.0,2049.0,both,0.008875931886211334
McMullen County,2008.0,840,TX,48311.0,,left_only,0.01
Madison County,2008.0,13228,TX,48313.0,127.0,both,0.009600846688841851
Marion County,2008.0,10421,TX,48315.0,154.0,both,0.014777852413396027
Martin County,2008.0,4474,TX,48317.0,42.0,both,0.009387572641931158
Mason County,2008.0,3885,TX,48319.0,49.0,both,0.012612612612612612
Matagorda County,2008.0,37038,TX,48321.0,331.0,both,0.008936767644041254
Maverick County,2008.0,51833,TX,48323.0,324.0,both,0.006250844056874964
Medina County,2008.0,44228,TX,48325.0,402.0,both,0.009089264719182418
Menard County,2008.0,2125,TX,48327.0,42.0,both,0.01976470588235294
Midland County,2008.0,129159,TX,48329.0,1046.0,both,0.008098545203973398
Milam County,2008.0,24846,TX,48331.0,281.0,both,0.011309667552121067
Mills County,2008.0,4991,TX,48333.0,60.0,both,0.012021638950110198
Mitchell County,2008.0,9241,TX,48335.0,94.0,both,0.010172059300941456
Montague County,2008.0,19640,TX,48337.0,302.0,both,0.015376782077393075
Montgomery County,2008.0,431238,TX,48339.0,2668.0,both,0.006186838822181719
Moore County,2008.0,20200,TX,48341.0,135.0,both,0.006683168316831683
Morris County,2008.0,12821,TX,48343.0,166.0,both,0.0129475079946962
Motley County,2008.0,1270,TX,48345.0,22.0,both,0.01732283464566929
Nacogdoches County,2008.0,63351,TX,48347.0,565.0,both,0.008918564821391927
Navarro County,2008.0,49034,TX,48349.0,515.0,both,0.010502916343761472
Newton County,2008.0,13726,TX,48351.0,148.0,both,0.010782456651610083
Nolan County,2008.0,14909,TX,48353.0,187.0,both,0.012542759407069556
Nueces County,2008.0,320319,TX,48355.0,2566.0,both,0.008010764269368973
Ochiltree County,2008.0,9589,TX,48357.0,69.0,both,0.007195745124621963
Oldham County,2008.0,2082,TX,48359.0,14.0,both,0.0067243035542747355
Orange County,2008.0,82871,TX,48361.0,930.0,both,0.011222261104608368
Palo Pinto County,2008.0,27532,TX,48363.0,321.0,both,0.011659160249891037
Panola County,2008.0,23186,TX,48365.0,233.0,both,0.010049167601138618
Parker County,2008.0,112054,TX,48367.0,873.0,both,0.007790886536848305
Parmer County,2008.0,9284,TX,48369.0,91.0,both,0.00980180956484274
Pecos County,2008.0,15887,TX,48371.0,123.0,both,0.007742179140177503
Polk County,2008.0,46604,TX,48373.0,610.0,both,0.013089005235602094
Potter County,2008.0,121143,TX,48375.0,1225.0,both,0.010112016377339177
Presidio County,2008.0,7527,TX,48377.0,48.0,both,0.006377042646472699
Rains County,2008.0,11269,TX,48379.0,114.0,both,0.010116248114295855
Randall County,2008.0,114291,TX,48381.0,889.0,both,0.007778390249450963
Reagan County,2008.0,3022,TX,48383.0,28.0,both,0.009265387160820648
Real County,2008.0,2927,TX,48385.0,39.0,both,0.013324222753672703
Red River County,2008.0,12918,TX,48387.0,193.0,both,0.01494039324972906
Reeves County,2008.0,11011,TX,48389.0,114.0,both,0.010353283080555808
Refugio County,2008.0,7306,TX,48391.0,88.0,both,0.012044894607172188
Roberts County,2008.0,856,TX,48393.0,,left_only,0.01
Robertson County,2008.0,15710,TX,48395.0,199.0,both,0.012667091024824953
Rockwall County,2008.0,77775,TX,48397.0,362.0,both,0.004654451944712311
Runnels County,2008.0,10250,TX,48399.0,177.0,both,0.01726829268292683
Rusk County,2008.0,48949,TX,48401.0,497.0,both,0.010153424993360437
Sabine County,2008.0,10114,TX,48403.0,169.0,both,0.016709511568123392
San Augustine County,2008.0,8631,TX,48405.0,146.0,both,0.01691576874058626
San Jacinto County,2008.0,24836,TX,48407.0,276.0,both,0.01111290062812047
San Patricio County,2008.0,68338,TX,48409.0,517.0,both,0.007565337001375516
San Saba County,2008.0,5849,TX,48411.0,62.0,both,0.010600102581637887
Schleicher County,2008.0,2731,TX,48413.0,37.0,both,0.013548150860490663
Scurry County,2008.0,16022,TX,48415.0,169.0,both,0.010547996504805892
Shackelford County,2008.0,3045,TX,48417.0,33.0,both,0.01083743842364532
Shelby County,2008.0,26505,TX,48419.0,294.0,both,0.011092246745897
Sherman County,2008.0,2941,TX,48421.0,20.0,both,0.006800408024481469
Smith County,2008.0,201160,TX,48423.0,1861.0,both,0.009251342215152118
Somervell County,2008.0,7906,TX,48425.0,79.0,both,0.009992410827219833
Starr County,2008.0,61552,TX,48427.0,365.0,both,0.005929945412009358
Stephens County,2008.0,9520,TX,48429.0,113.0,both,0.011869747899159663
Sterling County,2008.0,1249,TX,48431.0,12.0,both,0.009607686148919135
Stonewall County,2008.0,1384,TX,48433.0,23.0,both,0.016618497109826588
Sutton County,2008.0,4311,TX,48435.0,29.0,both,0.006726977499420088
Swisher County,2008.0,7555,TX,48437.0,72.0,both,0.009530112508272667
Tarrant County,2008.0,1749974,TX,48439.0,10756.0,both,0.006146377031887331
Taylor County,2008.0,126651,TX,48441.0,1204.0,both,0.009506438954291716
Terrell County,2008.0,919,TX,48443.0,14.0,both,0.015233949945593036
Terry County,2008.0,12083,TX,48445.0,129.0,both,0.010676156583629894
Throckmorton County,2008.0,1596,TX,48447.0,17.0,both,0.010651629072681704
Titus County,2008.0,29637,TX,48449.0,265.0,both,0.00894152579545838
Tom Green County,2008.0,107445,TX,48451.0,1056.0,both,0.009828284238447577
Travis County,2008.0,998561,TX,48453.0,4527.0,both,0.0045335237406628134
Trinity County,2008.0,13934,TX,48455.0,204.0,both,0.014640447825462897
Tyler County,2008.0,20467,TX,48457.0,223.0,both,0.010895588019739092
Upshur County,2008.0,37882,TX,48459.0,402.0,both,0.010611900110870598
Upton County,2008.0,3067,TX,48461.0,29.0,both,0.009455493968046952
Uvalde County,2008.0,26611,TX,48463.0,223.0,both,0.0083799932358799
Val Verde County,2008.0,47705,TX,48465.0,320.0,both,0.006707892254480662
Van Zandt County,2008.0,52130,TX,48467.0,640.0,both,0.012276999808171879
Victoria County,2008.0,86774,TX,48469.0,724.0,both,0.008343513033858068
Walker County,2008.0,63554,TX,48471.0,448.0,both,0.007049123579947761
Waller County,2008.0,35970,TX,48473.0,252.0,both,0.007005838198498749
Ward County,2008.0,10454,TX,48475.0,109.0,both,0.010426630954658504
Washington County,2008.0,32412,TX,48477.0,357.0,both,0.011014439096630878
Webb County,2008.0,235937,TX,48479.0,1136.0,both,0.004814844640730364
Wharton County,2008.0,40863,TX,48481.0,367.0,both,0.008981229963536695
Wheeler County,2008.0,4775,TX,48483.0,47.0,both,0.009842931937172774
Wichita County,2008.0,127701,TX,48485.0,1253.0,both,0.009811982678287562
Wilbarger County,2008.0,13512,TX,48487.0,166.0,both,0.012285375962107756
Willacy County,2008.0,20382,TX,48489.0,115.0,both,0.005642233343145913
Williamson County,2008.0,395146,TX,48491.0,1760.0,both,0.0044540498954816704
Wilson County,2008.0,40350,TX,48493.0,321.0,both,0.007955390334572491
Winkler County,2008.0,6734,TX,48495.0,66.0,both,0.009801009801009801
