County,Year,Population,State,fips,Deaths,_merge,drug_mortality_per_capita
Rio Grande County,2009.0,11581,CO,8105.0,117.0,both,0.010102754511700198
Routt County,2009.0,23469,CO,8107.0,79.0,both,0.0033661425710511737
Saguache County,2009.0,7097,CO,8109.0,53.0,both,0.007467944201775398
San Juan County,2009.0,555,CO,8111.0,,left_only,0.01
San Miguel County,2009.0,7558,CO,8113.0,17.0,both,0.00224927229425774
Sedgwick County,2009.0,2326,CO,8115.0,34.0,both,0.014617368873602751
Summit County,2009.0,27239,CO,8117.0,46.0,both,0.001688755093799332
Teller County,2009.0,21685,CO,8119.0,135.0,both,0.006225501498731842
Washington County,2009.0,4420,CO,8121.0,47.0,both,0.010633484162895928
Weld County,2009.0,254759,CO,8123.0,1295.0,both,0.005083235528479857
Yuma County,2009.0,9734,CO,8125.0,87.0,both,0.008937743990137663
Adams County,2010.0,441603,CO,8001.0,2314.0,both,0.005240000634053664
Alamosa County,2010.0,15445,CO,8003.0,127.0,both,0.008222725801230171
Arapahoe County,2010.0,572003,CO,8005.0,3224.0,both,0.005636334075170934
Archuleta County,2010.0,12084,CO,8007.0,66.0,both,0.005461767626613704
Baca County,2010.0,3788,CO,8009.0,63.0,both,0.016631467793030624
Bent County,2010.0,6499,CO,8011.0,63.0,both,0.009693799046007078
Boulder County,2010.0,294567,CO,8013.0,1532.0,both,0.005200854135052467
Broomfield County,2010.0,55889,CO,8014.0,285.0,both,0.0050993934405697
Chaffee County,2010.0,17809,CO,8015.0,171.0,both,0.009601886686506822
Cheyenne County,2010.0,1836,CO,8017.0,18.0,both,0.00980392156862745
Clear Creek County,2010.0,9088,CO,8019.0,65.0,both,0.007152288732394366
Conejos County,2010.0,8256,CO,8021.0,80.0,both,0.009689922480620155
Costilla County,2010.0,3524,CO,8023.0,22.0,both,0.006242905788876277
Crowley County,2010.0,5823,CO,8025.0,30.0,both,0.005151983513652756
Custer County,2010.0,4255,CO,8027.0,32.0,both,0.007520564042303173
Delta County,2010.0,30952,CO,8029.0,331.0,both,0.010693977772034118
Denver County,2010.0,600158,CO,8031.0,4330.0,both,0.007214766778081772
Dolores County,2010.0,2064,CO,8033.0,15.0,both,0.007267441860465116
Douglas County,2010.0,285465,CO,8035.0,869.0,both,0.003044156026132801
Eagle County,2010.0,52197,CO,8037.0,82.0,both,0.0015709715117727073
Elbert County,2010.0,23086,CO,8039.0,102.0,both,0.004418262150220913
El Paso County,2010.0,622263,CO,8041.0,3542.0,both,0.005692126962393715
Fremont County,2010.0,46824,CO,8043.0,501.0,both,0.010699641209636084
Garfield County,2010.0,56389,CO,8045.0,264.0,both,0.004681764173863697
Gilpin County,2010.0,5441,CO,8047.0,26.0,both,0.004778533357838633
Grand County,2010.0,14843,CO,8049.0,51.0,both,0.0034359630802398436
Gunnison County,2010.0,15324,CO,8051.0,53.0,both,0.003458626990341947
Hinsdale County,2010.0,843,CO,8053.0,,left_only,0.01
Huerfano County,2010.0,6711,CO,8055.0,112.0,both,0.016689018030099836
Jackson County,2010.0,1394,CO,8057.0,,left_only,0.01
Jefferson County,2010.0,534543,CO,8059.0,3710.0,both,0.006940508060156059
Kiowa County,2010.0,1398,CO,8061.0,22.0,both,0.015736766809728183
Kit Carson County,2010.0,8270,CO,8063.0,75.0,both,0.009068923821039904
Lake County,2010.0,7310,CO,8065.0,40.0,both,0.005471956224350205
La Plata County,2010.0,51334,CO,8067.0,241.0,both,0.004694744224100986
Larimer County,2010.0,299630,CO,8069.0,1873.0,both,0.006251042952975336
Las Animas County,2010.0,15507,CO,8071.0,178.0,both,0.011478687044560522
Lincoln County,2010.0,5467,CO,8073.0,44.0,both,0.008048289738430584
Logan County,2010.0,22709,CO,8075.0,177.0,both,0.007794266590338632
Mesa County,2010.0,146723,CO,8077.0,1269.0,both,0.008648950743918813
Mineral County,2010.0,712,CO,8079.0,,left_only,0.01
Moffat County,2010.0,13795,CO,8081.0,84.0,both,0.006089162740123233
Montezuma County,2010.0,25535,CO,8083.0,266.0,both,0.010417074603485413
Montrose County,2010.0,41276,CO,8085.0,381.0,both,0.00923054559550344
Morgan County,2010.0,28159,CO,8087.0,249.0,both,0.008842643559785503
Otero County,2010.0,18831,CO,8089.0,215.0,both,0.011417343741702512
Ouray County,2010.0,4436,CO,8091.0,22.0,both,0.004959422903516681
Park County,2010.0,16206,CO,8093.0,72.0,both,0.004442798963346909
Phillips County,2010.0,4442,CO,8095.0,45.0,both,0.010130571814497974
Pitkin County,2010.0,17148,CO,8097.0,51.0,both,0.002974107767669699
Prowers County,2010.0,12551,CO,8099.0,143.0,both,0.011393514460999123
Pueblo County,2010.0,159063,CO,8101.0,1582.0,both,0.009945744767796407
Rio Blanco County,2010.0,6666,CO,8103.0,36.0,both,0.0054005400540054005
Rio Grande County,2010.0,11982,CO,8105.0,114.0,both,0.009514271407110666
Routt County,2010.0,23509,CO,8107.0,80.0,both,0.003402952060912842
Saguache County,2010.0,6108,CO,8109.0,42.0,both,0.0068762278978389
San Juan County,2010.0,699,CO,8111.0,,left_only,0.01
San Miguel County,2010.0,7359,CO,8113.0,14.0,both,0.0019024323957059384
Sedgwick County,2010.0,2379,CO,8115.0,43.0,both,0.01807482135350988
Summit County,2010.0,27994,CO,8117.0,42.0,both,0.0015003214974637423
Teller County,2010.0,23350,CO,8119.0,137.0,both,0.005867237687366167
Washington County,2010.0,4814,CO,8121.0,42.0,both,0.008724553385957623
Weld County,2010.0,252825,CO,8123.0,1372.0,both,0.005426678532581826
Yuma County,2010.0,10043,CO,8125.0,90.0,both,0.008961465697500746
Adams County,2011.0,452209,CO,8001.0,2545.0,both,0.0056279286789957745
Alamosa County,2011.0,15715,CO,8003.0,111.0,both,0.007063315303849825
Arapahoe County,2011.0,586433,CO,8005.0,3391.0,both,0.005782416746670123
Archuleta County,2011.0,12027,CO,8007.0,74.0,both,0.0061528228153321695
Baca County,2011.0,3779,CO,8009.0,78.0,both,0.020640381053188675
Bent County,2011.0,6424,CO,8011.0,61.0,both,0.009495641344956413
Boulder County,2011.0,300045,CO,8013.0,1530.0,both,0.00509923511473279
Broomfield County,2011.0,57485,CO,8014.0,285.0,both,0.0049578150821953555
Chaffee County,2011.0,18035,CO,8015.0,142.0,both,0.00787357915164957
Cheyenne County,2011.0,1863,CO,8017.0,33.0,both,0.017713365539452495
Clear Creek County,2011.0,9012,CO,8019.0,40.0,both,0.004438526409232135
Conejos County,2011.0,8291,CO,8021.0,76.0,both,0.00916656615607285
Costilla County,2011.0,3640,CO,8023.0,34.0,both,0.00934065934065934
Crowley County,2011.0,5884,CO,8025.0,44.0,both,0.007477906186267845
Custer County,2011.0,4224,CO,8027.0,28.0,both,0.006628787878787879
Delta County,2011.0,30398,CO,8029.0,340.0,both,0.011184946378051187
Denver County,2011.0,620250,CO,8031.0,4280.0,both,0.006900443369609028
Dolores County,2011.0,2044,CO,8033.0,14.0,both,0.00684931506849315
Douglas County,2011.0,292626,CO,8035.0,1009.0,both,0.0034480873196503386
Eagle County,2011.0,52048,CO,8037.0,87.0,both,0.0016715339686443284
Elbert County,2011.0,23175,CO,8039.0,112.0,both,0.0048327939590075515
El Paso County,2011.0,637376,CO,8041.0,3768.0,both,0.005911738126317904
Fremont County,2011.0,47393,CO,8043.0,489.0,both,0.010317979448441752
Garfield County,2011.0,56049,CO,8045.0,279.0,both,0.004977787293261254
Gilpin County,2011.0,5429,CO,8047.0,26.0,both,0.00478909559771597
Grand County,2011.0,14564,CO,8049.0,51.0,both,0.0035017852238396047
Gunnison County,2011.0,15267,CO,8051.0,58.0,both,0.0037990436890024235
Hinsdale County,2011.0,825,CO,8053.0,,left_only,0.01
Huerfano County,2011.0,6527,CO,8055.0,95.0,both,0.014554925693274092
Jackson County,2011.0,1357,CO,8057.0,13.0,both,0.009579955784819455
Jefferson County,2011.0,540582,CO,8059.0,3864.0,both,0.007147851759770026
Kiowa County,2011.0,1432,CO,8061.0,22.0,both,0.015363128491620111
Kit Carson County,2011.0,8183,CO,8063.0,76.0,both,0.00928754735427105
Lake County,2011.0,7344,CO,8065.0,36.0,both,0.004901960784313725
La Plata County,2011.0,51886,CO,8067.0,260.0,both,0.005010985622325868
Larimer County,2011.0,305320,CO,8069.0,1865.0,both,0.006108345342591379
Las Animas County,2011.0,15054,CO,8071.0,181.0,both,0.012023382489703733
Lincoln County,2011.0,5420,CO,8073.0,57.0,both,0.01051660516605166
Logan County,2011.0,22577,CO,8075.0,179.0,both,0.00792842273109802
Mesa County,2011.0,147205,CO,8077.0,1309.0,both,0.008892360993172786
Mineral County,2011.0,711,CO,8079.0,,left_only,0.01
Moffat County,2011.0,13424,CO,8081.0,81.0,both,0.006033969010727056
Montezuma County,2011.0,25489,CO,8083.0,257.0,both,0.010082780807407116
Montrose County,2011.0,40980,CO,8085.0,401.0,both,0.009785261102977063
Morgan County,2011.0,28450,CO,8087.0,246.0,both,0.008646748681898067
Otero County,2011.0,18837,CO,8089.0,228.0,both,0.012103838190794712
Ouray County,2011.0,4424,CO,8091.0,19.0,both,0.004294755877034358
Park County,2011.0,16060,CO,8093.0,74.0,both,0.00460772104607721
Phillips County,2011.0,4402,CO,8095.0,60.0,both,0.013630168105406633
Pitkin County,2011.0,17177,CO,8097.0,46.0,both,0.0026779996506956978
Prowers County,2011.0,12500,CO,8099.0,127.0,both,0.01016
Pueblo County,2011.0,160208,CO,8101.0,1601.0,both,0.00999325876360731
Rio Blanco County,2011.0,6751,CO,8103.0,52.0,both,0.007702562583320989
Rio Grande County,2011.0,11914,CO,8105.0,117.0,both,0.009820379385596777
Routt County,2011.0,23256,CO,8107.0,87.0,both,0.003740970072239422
Saguache County,2011.0,6187,CO,8109.0,31.0,both,0.005010505899466624
San Juan County,2011.0,690,CO,8111.0,,left_only,0.01
San Miguel County,2011.0,7491,CO,8113.0,21.0,both,0.002803364036844213
Sedgwick County,2011.0,2371,CO,8115.0,34.0,both,0.01433994095318431
Summit County,2011.0,28048,CO,8117.0,42.0,both,0.0014974329720479178
Teller County,2011.0,23378,CO,8119.0,116.0,both,0.004961930019676619
Washington County,2011.0,4750,CO,8121.0,57.0,both,0.012
Weld County,2011.0,258867,CO,8123.0,1443.0,both,0.005574291045208543
Yuma County,2011.0,10138,CO,8125.0,138.0,both,0.013612152298283685
Adams County,2012.0,460568,CO,8001.0,2717.0,both,0.005899237463306178
Alamosa County,2012.0,15685,CO,8003.0,126.0,both,0.00803315269365636
Arapahoe County,2012.0,597052,CO,8005.0,3372.0,both,0.005647749274770037
Archuleta County,2012.0,12141,CO,8007.0,73.0,both,0.006012684292891854
Baca County,2012.0,3722,CO,8009.0,61.0,both,0.016389038151531435
Bent County,2012.0,5850,CO,8011.0,50.0,both,0.008547008547008548
Boulder County,2012.0,304717,CO,8013.0,1597.0,both,0.005240928468053965
Broomfield County,2012.0,58971,CO,8014.0,334.0,both,0.0056638008512658765
Chaffee County,2012.0,18164,CO,8015.0,173.0,both,0.009524333847170227
Cheyenne County,2012.0,1871,CO,8017.0,14.0,both,0.0074826296098343134
Clear Creek County,2012.0,9017,CO,8019.0,46.0,both,0.005101474991682378
Conejos County,2012.0,8248,CO,8021.0,92.0,both,0.011154219204655674
Costilla County,2012.0,3601,CO,8023.0,40.0,both,0.011108025548458762
Crowley County,2012.0,5468,CO,8025.0,32.0,both,0.005852231163130944
Custer County,2012.0,4217,CO,8027.0,33.0,both,0.007825468342423524
Delta County,2012.0,30473,CO,8029.0,306.0,both,0.010041676237981164
Denver County,2012.0,634965,CO,8031.0,4358.0,both,0.006863370421991763
Dolores County,2012.0,2009,CO,8033.0,24.0,both,0.011946241911398706
Douglas County,2012.0,298826,CO,8035.0,1002.0,both,0.00335312188363797
Eagle County,2012.0,52330,CO,8037.0,97.0,both,0.0018536212497611312
Elbert County,2012.0,23276,CO,8039.0,119.0,both,0.005112562295927135
El Paso County,2012.0,645900,CO,8041.0,3776.0,both,0.005846106208391392
Fremont County,2012.0,47072,CO,8043.0,509.0,both,0.010813222297756627
Garfield County,2012.0,56765,CO,8045.0,235.0,both,0.004139874922927861
Gilpin County,2012.0,5432,CO,8047.0,18.0,both,0.0033136966126656848
Grand County,2012.0,14227,CO,8049.0,53.0,both,0.0037253110283264218
Gunnison County,2012.0,15390,CO,8051.0,74.0,both,0.004808317089018844
Hinsdale County,2012.0,802,CO,8053.0,,left_only,0.01
Huerfano County,2012.0,6567,CO,8055.0,94.0,both,0.014313994213491702
Jackson County,2012.0,1325,CO,8057.0,,left_only,0.01
Jefferson County,2012.0,546736,CO,8059.0,3913.0,both,0.007157019109771443
Kiowa County,2012.0,1410,CO,8061.0,19.0,both,0.01347517730496454
Kit Carson County,2012.0,8088,CO,8063.0,77.0,both,0.009520276953511375
Lake County,2012.0,7259,CO,8065.0,29.0,both,0.003995040639206502
La Plata County,2012.0,52489,CO,8067.0,313.0,both,0.005963154184686315
Larimer County,2012.0,310983,CO,8069.0,1866.0,both,0.006000327992205362
Las Animas County,2012.0,14996,CO,8071.0,143.0,both,0.00953587623366231
Lincoln County,2012.0,5441,CO,8073.0,45.0,both,0.008270538503951479
Logan County,2012.0,22360,CO,8075.0,190.0,both,0.00849731663685152
Mesa County,2012.0,147360,CO,8077.0,1367.0,both,0.009276601520086861
Mineral County,2012.0,719,CO,8079.0,,left_only,0.01
Moffat County,2012.0,13172,CO,8081.0,106.0,both,0.008047373215912541
Montezuma County,2012.0,25497,CO,8083.0,262.0,both,0.010275718712005335
Montrose County,2012.0,40675,CO,8085.0,433.0,both,0.010645359557467732
Morgan County,2012.0,28243,CO,8087.0,265.0,both,0.009382855928902737
Otero County,2012.0,18631,CO,8089.0,230.0,both,0.012345016370565186
Ouray County,2012.0,4508,CO,8091.0,23.0,both,0.00510204081632653
Park County,2012.0,16052,CO,8093.0,73.0,both,0.004547719910291553
Phillips County,2012.0,4417,CO,8095.0,49.0,both,0.011093502377179081
Pitkin County,2012.0,17303,CO,8097.0,38.0,both,0.002196150956481535
Prowers County,2012.0,12422,CO,8099.0,106.0,both,0.008533247464176462
Pueblo County,2012.0,160763,CO,8101.0,1634.0,both,0.010164030280599392
Rio Blanco County,2012.0,6763,CO,8103.0,48.0,both,0.00709744196362561
Rio Grande County,2012.0,11867,CO,8105.0,119.0,both,0.010027808207634617
Routt County,2012.0,23283,CO,8107.0,92.0,both,0.003951380835802946
Saguache County,2012.0,6331,CO,8109.0,26.0,both,0.004106776180698152
San Juan County,2012.0,692,CO,8111.0,,left_only,0.01
San Miguel County,2012.0,7588,CO,8113.0,18.0,both,0.0023721665788086453
Sedgwick County,2012.0,2377,CO,8115.0,35.0,both,0.014724442574673959
Summit County,2012.0,28307,CO,8117.0,51.0,both,0.001801674497474123
Teller County,2012.0,23456,CO,8119.0,133.0,both,0.00567019099590723
Washington County,2012.0,4689,CO,8121.0,39.0,both,0.008317338451695458
Weld County,2012.0,264025,CO,8123.0,1493.0,both,0.005654767540952561
Yuma County,2012.0,10107,CO,8125.0,100.0,both,0.009894132779261898
Adams County,2013.0,469995,CO,8001.0,2683.0,both,0.005708571367780508
Alamosa County,2013.0,15794,CO,8003.0,137.0,both,0.008674180068380397
Arapahoe County,2013.0,609089,CO,8005.0,3381.0,both,0.0055509129207718414
Archuleta County,2013.0,12225,CO,8007.0,101.0,both,0.008261758691206544
Baca County,2013.0,3656,CO,8009.0,45.0,both,0.012308533916849015
Bent County,2013.0,5759,CO,8011.0,53.0,both,0.009202986629623199
Boulder County,2013.0,309538,CO,8013.0,1702.0,both,0.005498517144906279
Broomfield County,2013.0,60158,CO,8014.0,333.0,both,0.00553542338508594
Chaffee County,2013.0,18375,CO,8015.0,161.0,both,0.008761904761904762
Cheyenne County,2013.0,1878,CO,8017.0,19.0,both,0.010117145899893504
Clear Creek County,2013.0,9025,CO,8019.0,49.0,both,0.005429362880886426
Conejos County,2013.0,8199,CO,8021.0,71.0,both,0.008659592633247956
Costilla County,2013.0,3540,CO,8023.0,40.0,both,0.011299435028248588
Crowley County,2013.0,5352,CO,8025.0,39.0,both,0.0072869955156950675
Custer County,2013.0,4260,CO,8027.0,38.0,both,0.00892018779342723
Delta County,2013.0,30349,CO,8029.0,351.0,both,0.011565455204454842
Denver County,2013.0,649270,CO,8031.0,4315.0,both,0.006645925423937653
Dolores County,2013.0,2033,CO,8033.0,16.0,both,0.007870142646335464
Douglas County,2013.0,306407,CO,8035.0,1036.0,both,0.0033811237993910063
Eagle County,2013.0,52814,CO,8037.0,123.0,both,0.002328927935774605
Elbert County,2013.0,23543,CO,8039.0,115.0,both,0.0048846790978210085
El Paso County,2013.0,655178,CO,8041.0,4077.0,both,0.0062227364166684476
Fremont County,2013.0,46360,CO,8043.0,520.0,both,0.011216566005176877
Garfield County,2013.0,56945,CO,8045.0,276.0,both,0.004846781982614803
Gilpin County,2013.0,5535,CO,8047.0,29.0,both,0.0052393857271906055
Grand County,2013.0,14320,CO,8049.0,53.0,both,0.003701117318435754
Gunnison County,2013.0,15597,CO,8051.0,56.0,both,0.0035904340578316344
Hinsdale County,2013.0,803,CO,8053.0,,left_only,0.01
Huerfano County,2013.0,6465,CO,8055.0,99.0,both,0.01531322505800464
Jackson County,2013.0,1338,CO,8057.0,12.0,both,0.008968609865470852
Jefferson County,2013.0,552242,CO,8059.0,4046.0,both,0.007326498165659258
Kiowa County,2013.0,1393,CO,8061.0,19.0,both,0.013639626704953339
Kit Carson County,2013.0,8259,CO,8063.0,68.0,both,0.008233442305363846
Lake County,2013.0,7276,CO,8065.0,38.0,both,0.005222649807586586
La Plata County,2013.0,53432,CO,8067.0,293.0,both,0.005483605330139242
Larimer County,2013.0,316426,CO,8069.0,1977.0,both,0.006247906303527523
Las Animas County,2013.0,14404,CO,8071.0,174.0,both,0.012079977783948903
Lincoln County,2013.0,5435,CO,8073.0,43.0,both,0.007911683532658694
Logan County,2013.0,22182,CO,8075.0,212.0,both,0.009557298710666306
Mesa County,2013.0,147249,CO,8077.0,1347.0,both,0.009147770103701892
Mineral County,2013.0,732,CO,8079.0,,left_only,0.01
Moffat County,2013.0,13129,CO,8081.0,87.0,both,0.006626551907989946
Montezuma County,2013.0,25575,CO,8083.0,261.0,both,0.010205278592375367
Montrose County,2013.0,40584,CO,8085.0,349.0,both,0.008599448058348117
Morgan County,2013.0,28217,CO,8087.0,213.0,both,0.007548640890243471
Otero County,2013.0,18449,CO,8089.0,229.0,both,0.012412596888720255
Ouray County,2013.0,4554,CO,8091.0,39.0,both,0.008563899868247694
Park County,2013.0,16190,CO,8093.0,74.0,both,0.004570722668313774
Phillips County,2013.0,4384,CO,8095.0,46.0,both,0.010492700729927007
Pitkin County,2013.0,17474,CO,8097.0,49.0,both,0.002804166189767655
Prowers County,2013.0,12319,CO,8099.0,118.0,both,0.009578699569770274
Pueblo County,2013.0,161096,CO,8101.0,1547.0,both,0.00960296965784377
Rio Blanco County,2013.0,6699,CO,8103.0,49.0,both,0.0073145245559038665
Rio Grande County,2013.0,11674,CO,8105.0,109.0,both,0.009336988178859003
Routt County,2013.0,23610,CO,8107.0,92.0,both,0.0038966539601863618
Saguache County,2013.0,6240,CO,8109.0,33.0,both,0.005288461538461539
San Juan County,2013.0,692,CO,8111.0,,left_only,0.01
San Miguel County,2013.0,7632,CO,8113.0,30.0,both,0.003930817610062893
Sedgwick County,2013.0,2338,CO,8115.0,28.0,both,0.011976047904191617
Summit County,2013.0,28741,CO,8117.0,61.0,both,0.0021224035350196585
Teller County,2013.0,23372,CO,8119.0,140.0,both,0.005990073592332706
Washington County,2013.0,4731,CO,8121.0,46.0,both,0.009723102938068062
Weld County,2013.0,270105,CO,8123.0,1532.0,both,0.005671868347494493
Yuma County,2013.0,10139,CO,8125.0,82.0,both,0.0080875826018345
Adams County,2014.0,479954,CO,8001.0,2778.0,both,0.005788054688574322
Alamosa County,2014.0,15807,CO,8003.0,110.0,both,0.006958942240779402
Arapahoe County,2014.0,619681,CO,8005.0,3620.0,both,0.005841715334180006
Archuleta County,2014.0,12240,CO,8007.0,97.0,both,0.00792483660130719
Baca County,2014.0,3586,CO,8009.0,55.0,both,0.015337423312883436
Bent County,2014.0,5821,CO,8011.0,52.0,both,0.00893317299433087
Boulder County,2014.0,312525,CO,8013.0,1704.0,both,0.005452363810895129
Broomfield County,2014.0,61791,CO,8014.0,336.0,both,0.005437685099771812
Chaffee County,2014.0,18471,CO,8015.0,168.0,both,0.009095338638947539
Cheyenne County,2014.0,1845,CO,8017.0,18.0,both,0.00975609756097561
Clear Creek County,2014.0,9124,CO,8019.0,58.0,both,0.006356861025865849
Conejos County,2014.0,8230,CO,8021.0,83.0,both,0.01008505467800729
Costilla County,2014.0,3560,CO,8023.0,36.0,both,0.010112359550561797
Crowley County,2014.0,5610,CO,8025.0,40.0,both,0.0071301247771836
Custer County,2014.0,4339,CO,8027.0,35.0,both,0.00806637474072367
Delta County,2014.0,29973,CO,8029.0,371.0,both,0.012377806692690087
Denver County,2014.0,664540,CO,8031.0,4423.0,both,0.006655731784392212
Dolores County,2014.0,1976,CO,8033.0,21.0,both,0.01062753036437247
Douglas County,2014.0,314783,CO,8035.0,1115.0,both,0.0035421226686320416
Eagle County,2014.0,53276,CO,8037.0,95.0,both,0.001783166904422254
Elbert County,2014.0,24035,CO,8039.0,122.0,both,0.005075930934054504
El Paso County,2014.0,662968,CO,8041.0,4054.0,both,0.006114925607269129
Fremont County,2014.0,46185,CO,8043.0,543.0,both,0.011757063981812277
Garfield County,2014.0,57174,CO,8045.0,298.0,both,0.0052121593731416374
Gilpin County,2014.0,5754,CO,8047.0,27.0,both,0.0046923879040667365
Grand County,2014.0,14569,CO,8049.0,69.0,both,0.0047360834648912074
Gunnison County,2014.0,15786,CO,8051.0,61.0,both,0.0038641834536931458
Hinsdale County,2014.0,772,CO,8053.0,,left_only,0.01
Huerfano County,2014.0,6399,CO,8055.0,84.0,both,0.013127051101734646
Jackson County,2014.0,1385,CO,8057.0,10.0,both,0.007220216606498195
Jefferson County,2014.0,559099,CO,8059.0,4239.0,both,0.007581841498553924
Kiowa County,2014.0,1382,CO,8061.0,23.0,both,0.016642547033285094
Kit Carson County,2014.0,8028,CO,8063.0,80.0,both,0.009965122072745391
Lake County,2014.0,7333,CO,8065.0,40.0,both,0.005454793399699986
La Plata County,2014.0,53941,CO,8067.0,332.0,both,0.006154872916705289
Larimer County,2014.0,324272,CO,8069.0,2081.0,both,0.006417452015591849
Las Animas County,2014.0,14054,CO,8071.0,162.0,both,0.011526967411413121
Lincoln County,2014.0,5503,CO,8073.0,53.0,both,0.009631110303470834
Logan County,2014.0,22446,CO,8075.0,207.0,both,0.009222133119486768
Mesa County,2014.0,147215,CO,8077.0,1443.0,both,0.009801990286315933
Mineral County,2014.0,703,CO,8079.0,,left_only,0.01
Moffat County,2014.0,12941,CO,8081.0,97.0,both,0.007495556757592149
Montezuma County,2014.0,25551,CO,8083.0,244.0,both,0.009549528394192009
Montrose County,2014.0,40622,CO,8085.0,434.0,both,0.010683865885480774
Morgan County,2014.0,28098,CO,8087.0,239.0,both,0.008505943483521959
Otero County,2014.0,18334,CO,8089.0,248.0,both,0.013526780844332934
Ouray County,2014.0,4576,CO,8091.0,32.0,both,0.006993006993006993
Park County,2014.0,16392,CO,8093.0,86.0,both,0.0052464616886285995
Phillips County,2014.0,4394,CO,8095.0,43.0,both,0.00978607191624943
Pitkin County,2014.0,17730,CO,8097.0,49.0,both,0.002763677382966723
Prowers County,2014.0,12064,CO,8099.0,113.0,both,0.009366710875331564
Pueblo County,2014.0,161434,CO,8101.0,1706.0,both,0.010567786216038752
Rio Blanco County,2014.0,6604,CO,8103.0,51.0,both,0.007722592368261659
Rio Grande County,2014.0,11505,CO,8105.0,123.0,both,0.010691003911342895
Routt County,2014.0,24085,CO,8107.0,92.0,both,0.0038198048577953083
Saguache County,2014.0,6195,CO,8109.0,61.0,both,0.009846650524616626
San Juan County,2014.0,712,CO,8111.0,,left_only,0.01
San Miguel County,2014.0,7751,CO,8113.0,19.0,both,0.0024512966068894336
Sedgwick County,2014.0,2332,CO,8115.0,42.0,both,0.018010291595197257
Summit County,2014.0,29333,CO,8117.0,52.0,both,0.0017727474175842908
Teller County,2014.0,23458,CO,8119.0,171.0,both,0.007289624008866911
Washington County,2014.0,4720,CO,8121.0,47.0,both,0.009957627118644067
Weld County,2014.0,277480,CO,8123.0,1691.0,both,0.006094132910480035
Yuma County,2014.0,10191,CO,8125.0,84.0,both,0.008242566970856638
Adams County,2015.0,490448,CO,8001.0,2812.0,both,0.005733533422503507
Alamosa County,2015.0,15894,CO,8003.0,125.0,both,0.007864602994840821
Arapahoe County,2015.0,631688,CO,8005.0,3694.0,both,0.0058478236091234915
Archuleta County,2015.0,12399,CO,8007.0,83.0,both,0.00669408823292201
Baca County,2015.0,3554,CO,8009.0,62.0,both,0.017445132245357344
Bent County,2015.0,5891,CO,8011.0,55.0,both,0.009336275674758105
Boulder County,2015.0,318408,CO,8013.0,1803.0,both,0.0056625461671817295
Broomfield County,2015.0,64914,CO,8014.0,365.0,both,0.005622824044119913
Chaffee County,2015.0,18635,CO,8015.0,194.0,both,0.010410517842768982
Cheyenne County,2015.0,1826,CO,8017.0,20.0,both,0.01095290251916758
Clear Creek County,2015.0,9246,CO,8019.0,56.0,both,0.006056673155959333
Conejos County,2015.0,8064,CO,8021.0,89.0,both,0.01103670634920635
Costilla County,2015.0,3576,CO,8023.0,38.0,both,0.010626398210290829
Crowley County,2015.0,5633,CO,8025.0,42.0,both,0.007456062488904669
Custer County,2015.0,4434,CO,8027.0,41.0,both,0.009246729815065404
Delta County,2015.0,29925,CO,8029.0,336.0,both,0.011228070175438596
Denver County,2015.0,683328,CO,8031.0,4541.0,both,0.006645417720333427
Dolores County,2015.0,1980,CO,8033.0,15.0,both,0.007575757575757576
Douglas County,2015.0,322333,CO,8035.0,1272.0,both,0.003946229520402814
Eagle County,2015.0,53863,CO,8037.0,104.0,both,0.0019308244991923956
Elbert County,2015.0,24634,CO,8039.0,118.0,both,0.004790127466103759
El Paso County,2015.0,674094,CO,8041.0,4279.0,both,0.006347779389818038
Fremont County,2015.0,46327,CO,8043.0,521.0,both,0.011246141558918125
Garfield County,2015.0,57724,CO,8045.0,348.0,both,0.006028688240593168
Gilpin County,2015.0,5813,CO,8047.0,27.0,both,0.004644761740925512
Grand County,2015.0,14742,CO,8049.0,79.0,both,0.005358838692172026
Gunnison County,2015.0,16125,CO,8051.0,68.0,both,0.004217054263565892
Hinsdale County,2015.0,762,CO,8053.0,,left_only,0.01
Huerfano County,2015.0,6408,CO,8055.0,106.0,both,0.016541822721598
Jackson County,2015.0,1352,CO,8057.0,13.0,both,0.009615384615384616
Jefferson County,2015.0,565240,CO,8059.0,4301.0,both,0.007609157172174651
Kiowa County,2015.0,1386,CO,8061.0,22.0,both,0.015873015873015872
Kit Carson County,2015.0,8223,CO,8063.0,67.0,both,0.008147877903441566
Lake County,2015.0,7455,CO,8065.0,43.0,both,0.005767940979208585
La Plata County,2015.0,54776,CO,8067.0,309.0,both,0.005641156710968307
Larimer County,2015.0,333637,CO,8069.0,2235.0,both,0.00669889730455555
Las Animas County,2015.0,14048,CO,8071.0,168.0,both,0.011958997722095672
Lincoln County,2015.0,5545,CO,8073.0,60.0,both,0.010820559062218215
Logan County,2015.0,22484,CO,8075.0,192.0,both,0.008539405799679772
Mesa County,2015.0,148159,CO,8077.0,1445.0,both,0.009753035590143021
Mineral County,2015.0,742,CO,8079.0,,left_only,0.01
Moffat County,2015.0,12946,CO,8081.0,83.0,both,0.0064112467171327054
Montezuma County,2015.0,25763,CO,8083.0,249.0,both,0.00966502348328999
Montrose County,2015.0,40609,CO,8085.0,436.0,both,0.010736536235809797
Morgan County,2015.0,28245,CO,8087.0,266.0,both,0.009417596034696406
