County,Year,Population,State,fips,Deaths,_merge,MeanDeath,Deaths_Inputed,drug_mortality
Autauga County,2003.0,45762,AL,1001.0,,left_only,1.5671641791044777,1.5671641791044777,3.4245972184442936e-05
Baldwin County,2003.0,151707,AL,1003.0,10.0,both,1.5671641791044777,10.0,6.591653648150711e-05
Barbour County,2003.0,29480,AL,1005.0,,left_only,1.5671641791044777,1.5671641791044777,5.3160250308835744e-05
Bibb County,2003.0,21037,AL,1007.0,,left_only,1.5671641791044777,1.5671641791044777,7.44956114990007e-05
Blount County,2003.0,53726,AL,1009.0,,left_only,1.5671641791044777,1.5671641791044777,2.9169567418093246e-05
Bullock County,2003.0,11305,AL,1011.0,,left_only,1.5671641791044777,1.5671641791044777,0.00013862575666558847
Butler County,2003.0,20536,AL,1013.0,,left_only,1.5671641791044777,1.5671641791044777,7.631302001872213e-05
Calhoun County,2003.0,111378,AL,1015.0,,left_only,1.5671641791044777,1.5671641791044777,1.40706798389671e-05
Chambers County,2003.0,35626,AL,1017.0,,left_only,1.5671641791044777,1.5671641791044777,4.398933866009313e-05
Cherokee County,2003.0,24159,AL,1019.0,,left_only,1.5671641791044777,1.5671641791044777,6.486875198081368e-05
Chilton County,2003.0,40776,AL,1021.0,,left_only,1.5671641791044777,1.5671641791044777,3.843349468080434e-05
Choctaw County,2003.0,15168,AL,1023.0,,left_only,1.5671641791044777,1.5671641791044777,0.00010332042320045343
Clarke County,2003.0,27076,AL,1025.0,,left_only,1.5671641791044777,1.5671641791044777,5.78801957122351e-05
Clay County,2003.0,14066,AL,1027.0,,left_only,1.5671641791044777,1.5671641791044777,0.0001114150561001335
Cleburne County,2003.0,14378,AL,1029.0,,left_only,1.5671641791044777,1.5671641791044777,0.00010899736953014868
Coffee County,2003.0,44186,AL,1031.0,,left_only,1.5671641791044777,1.5671641791044777,3.5467437177035205e-05
Colbert County,2003.0,54319,AL,1033.0,,left_only,1.5671641791044777,1.5671641791044777,2.885112353144347e-05
Conecuh County,2003.0,13436,AL,1035.0,,left_only,1.5671641791044777,1.5671641791044777,0.00011663919165707634
Coosa County,2003.0,11423,AL,1037.0,,left_only,1.5671641791044777,1.5671641791044777,0.0001371937476236083
Covington County,2003.0,36495,AL,1039.0,,left_only,1.5671641791044777,1.5671641791044777,4.294188735729491e-05
Crenshaw County,2003.0,13562,AL,1041.0,,left_only,1.5671641791044777,1.5671641791044777,0.00011555553599059708
Cullman County,2003.0,78110,AL,1043.0,,left_only,1.5671641791044777,1.5671641791044777,2.0063553694846724e-05
Dale County,2003.0,49052,AL,1045.0,,left_only,1.5671641791044777,1.5671641791044777,3.194903732986377e-05
Dallas County,2003.0,44504,AL,1047.0,,left_only,1.5671641791044777,1.5671641791044777,3.521400726012218e-05
DeKalb County,2003.0,66009,AL,1049.0,,left_only,1.5671641791044777,1.5671641791044777,2.37416743035719e-05
Elmore County,2003.0,70151,AL,1051.0,,left_only,1.5671641791044777,1.5671641791044777,2.2339869411761453e-05
Escambia County,2003.0,38028,AL,1053.0,,left_only,1.5671641791044777,1.5671641791044777,4.1210796757770004e-05
Etowah County,2003.0,102698,AL,1055.0,,left_only,1.5671641791044777,1.5671641791044777,1.5259928909077856e-05
Fayette County,2003.0,18145,AL,1057.0,,left_only,1.5671641791044777,1.5671641791044777,8.636892692777501e-05
Franklin County,2003.0,30684,AL,1059.0,,left_only,1.5671641791044777,1.5671641791044777,5.1074311664205375e-05
Geneva County,2003.0,25481,AL,1061.0,,left_only,1.5671641791044777,1.5671641791044777,6.150324473546869e-05
Greene County,2003.0,9697,AL,1063.0,,left_only,1.5671641791044777,1.5671641791044777,0.00016161330092858385
Hale County,2003.0,18013,AL,1065.0,,left_only,1.5671641791044777,1.5671641791044777,8.70018419532825e-05
Henry County,2003.0,16370,AL,1067.0,,left_only,1.5671641791044777,1.5671641791044777,9.573391442299803e-05
Houston County,2003.0,91147,AL,1069.0,,left_only,1.5671641791044777,1.5671641791044777,1.7193809769981215e-05
Jackson County,2003.0,53483,AL,1071.0,,left_only,1.5671641791044777,1.5671641791044777,2.9302099341930662e-05
Jefferson County,2003.0,660486,AL,1073.0,69.0,both,1.5671641791044777,69.0,0.00010446852772049673
Lamar County,2003.0,15065,AL,1075.0,,left_only,1.5671641791044777,1.5671641791044777,0.00010402682901456871
Lauderdale County,2003.0,86944,AL,1077.0,,left_only,1.5671641791044777,1.5671641791044777,1.8024983657348153e-05
Lawrence County,2003.0,34393,AL,1079.0,,left_only,1.5671641791044777,1.5671641791044777,4.556637045632767e-05
Lee County,2003.0,119631,AL,1081.0,,left_only,1.5671641791044777,1.5671641791044777,1.3099983943162539e-05
Limestone County,2003.0,67685,AL,1083.0,,left_only,1.5671641791044777,1.5671641791044777,2.3153788566218183e-05
Lowndes County,2003.0,13316,AL,1085.0,,left_only,1.5671641791044777,1.5671641791044777,0.00011769031083692383
Macon County,2003.0,23470,AL,1087.0,,left_only,1.5671641791044777,1.5671641791044777,6.677307963802632e-05
Madison County,2003.0,290763,AL,1089.0,,left_only,1.5671641791044777,1.5671641791044777,5.389833572718942e-06
Marengo County,2003.0,21930,AL,1091.0,,left_only,1.5671641791044777,1.5671641791044777,7.146211487024522e-05
Marion County,2003.0,29972,AL,1093.0,,left_only,1.5671641791044777,1.5671641791044777,5.22876077373708e-05
Marshall County,2003.0,83592,AL,1095.0,,left_only,1.5671641791044777,1.5671641791044777,1.8747777049292727e-05
Mobile County,2003.0,397707,AL,1097.0,26.0,both,1.5671641791044777,26.0,6.53747608163799e-05
Monroe County,2003.0,23532,AL,1099.0,,left_only,1.5671641791044777,1.5671641791044777,6.659715192522853e-05
Montgomery County,2003.0,222486,AL,1101.0,,left_only,1.5671641791044777,1.5671641791044777,7.043877723112815e-06
Morgan County,2003.0,112287,AL,1103.0,,left_only,1.5671641791044777,1.5671641791044777,1.3956773082409163e-05
Perry County,2003.0,11241,AL,1105.0,,left_only,1.5671641791044777,1.5671641791044777,0.00013941501459874367
Pickens County,2003.0,20316,AL,1107.0,,left_only,1.5671641791044777,1.5671641791044777,7.713940633512886e-05
Pike County,2003.0,29413,AL,1109.0,,left_only,1.5671641791044777,1.5671641791044777,5.3281344273092775e-05
Randolph County,2003.0,22268,AL,1111.0,,left_only,1.5671641791044777,1.5671641791044777,7.03774105938781e-05
Russell County,2003.0,48684,AL,1113.0,,left_only,1.5671641791044777,1.5671641791044777,3.219053855690736e-05
St. Clair County,2003.0,68292,AL,1115.0,,left_only,1.5671641791044777,1.5671641791044777,2.294799067393659e-05
Shelby County,2003.0,159608,AL,1117.0,,left_only,1.5671641791044777,1.5671641791044777,9.818832258436155e-06
Sumter County,2003.0,13996,AL,1119.0,,left_only,1.5671641791044777,1.5671641791044777,0.00011197229059048855
Talladega County,2003.0,79776,AL,1121.0,,left_only,1.5671641791044777,1.5671641791044777,1.9644556998401497e-05
Tallapoosa County,2003.0,40693,AL,1123.0,,left_only,1.5671641791044777,1.5671641791044777,3.851188605176511e-05
Tuscaloosa County,2003.0,167484,AL,1125.0,,left_only,1.5671641791044777,1.5671641791044777,9.357097866688625e-06
Walker County,2003.0,69514,AL,1127.0,,left_only,1.5671641791044777,1.5671641791044777,2.2544583524246595e-05
Washington County,2003.0,17743,AL,1129.0,,left_only,1.5671641791044777,1.5671641791044777,8.832577236681946e-05
Wilcox County,2003.0,12781,AL,1131.0,,left_only,1.5671641791044777,1.5671641791044777,0.00012261671067244172
Winston County,2003.0,24350,AL,1133.0,,left_only,1.5671641791044777,1.5671641791044777,6.435992521989641e-05
Autauga County,2004.0,46933,AL,1001.0,,left_only,2.1044776119402986,2.1044776119402986,4.4840040311514256e-05
Baldwin County,2004.0,156573,AL,1003.0,18.0,both,2.1044776119402986,18.0,0.00011496234983043054
Barbour County,2004.0,29458,AL,1005.0,,left_only,2.1044776119402986,2.1044776119402986,7.143993522779206e-05
Bibb County,2004.0,21208,AL,1007.0,,left_only,2.1044776119402986,2.1044776119402986,9.923036646266968e-05
Blount County,2004.0,54469,AL,1009.0,,left_only,2.1044776119402986,2.1044776119402986,3.8636244688543916e-05
Bullock County,2004.0,11038,AL,1011.0,,left_only,2.1044776119402986,2.1044776119402986,0.00019065751150029885
Butler County,2004.0,20476,AL,1013.0,,left_only,2.1044776119402986,2.1044776119402986,0.00010277776967866276
Calhoun County,2004.0,111615,AL,1015.0,,left_only,2.1044776119402986,2.1044776119402986,1.8854792025626473e-05
Chambers County,2004.0,35387,AL,1017.0,,left_only,2.1044776119402986,2.1044776119402986,5.947035950886762e-05
Cherokee County,2004.0,24291,AL,1019.0,,left_only,2.1044776119402986,2.1044776119402986,8.663610439834913e-05
Chilton County,2004.0,41170,AL,1021.0,,left_only,2.1044776119402986,2.1044776119402986,5.111677464027929e-05
Choctaw County,2004.0,14894,AL,1023.0,,left_only,2.1044776119402986,2.1044776119402986,0.00014129700630725786
Clarke County,2004.0,26944,AL,1025.0,,left_only,2.1044776119402986,2.1044776119402986,7.810561208210729e-05
Clay County,2004.0,13939,AL,1027.0,,left_only,2.1044776119402986,2.1044776119402986,0.00015097766066004008
Cleburne County,2004.0,14264,AL,1029.0,,left_only,2.1044776119402986,2.1044776119402986,0.00014753769012481062
Coffee County,2004.0,44712,AL,1031.0,,left_only,2.1044776119402986,2.1044776119402986,4.706740051754112e-05
Colbert County,2004.0,54427,AL,1033.0,,left_only,2.1044776119402986,2.1044776119402986,3.86660593444485e-05
Conecuh County,2004.0,13238,AL,1035.0,,left_only,2.1044776119402986,2.1044776119402986,0.0001589724740852318
Coosa County,2004.0,11156,AL,1037.0,,left_only,2.1044776119402986,2.1044776119402986,0.00018864087593584606
Covington County,2004.0,36322,AL,1039.0,,left_only,2.1044776119402986,2.1044776119402986,5.793947502726443e-05
Crenshaw County,2004.0,13602,AL,1041.0,,left_only,2.1044776119402986,2.1044776119402986,0.00015471824819440514
Cullman County,2004.0,78711,AL,1043.0,,left_only,2.1044776119402986,2.1044776119402986,2.6736766296201274e-05
Dale County,2004.0,48691,AL,1045.0,,left_only,2.1044776119402986,2.1044776119402986,4.322108011624938e-05
Dallas County,2004.0,43927,AL,1047.0,,left_only,2.1044776119402986,2.1044776119402986,4.790852122704256e-05
DeKalb County,2004.0,66574,AL,1049.0,,left_only,2.1044776119402986,2.1044776119402986,3.1611103613126725e-05
Elmore County,2004.0,71276,AL,1051.0,,left_only,2.1044776119402986,2.1044776119402986,2.9525753576804235e-05
Escambia County,2004.0,37888,AL,1053.0,,left_only,2.1044776119402986,2.1044776119402986,5.554470048406616e-05
Etowah County,2004.0,102657,AL,1055.0,,left_only,2.1044776119402986,2.1044776119402986,2.0500088761022614e-05
Fayette County,2004.0,17998,AL,1057.0,,left_only,2.1044776119402986,2.1044776119402986,0.00011692841493167566
Franklin County,2004.0,30533,AL,1059.0,,left_only,2.1044776119402986,2.1044776119402986,6.892469170865289e-05
Geneva County,2004.0,25458,AL,1061.0,,left_only,2.1044776119402986,2.1044776119402986,8.2664687404364e-05
Greene County,2004.0,9534,AL,1063.0,,left_only,2.1044776119402986,2.1044776119402986,0.00022073396391234515
Hale County,2004.0,17876,AL,1065.0,,left_only,2.1044776119402986,2.1044776119402986,0.0001177264271615741
Henry County,2004.0,16432,AL,1067.0,,left_only,2.1044776119402986,2.1044776119402986,0.00012807190919792469
Houston County,2004.0,92374,AL,1069.0,,left_only,2.1044776119402986,2.1044776119402986,2.2782142290474575e-05
Jackson County,2004.0,53217,AL,1071.0,,left_only,2.1044776119402986,2.1044776119402986,3.95452132202172e-05
Jefferson County,2004.0,660016,AL,1073.0,63.0,both,2.1044776119402986,63.0,9.545223146105549e-05
Lamar County,2004.0,14828,AL,1075.0,,left_only,2.1044776119402986,2.1044776119402986,0.00014192592473295782
Lauderdale County,2004.0,87203,AL,1077.0,,left_only,2.1044776119402986,2.1044776119402986,2.4133087301357737e-05
Lawrence County,2004.0,34204,AL,1079.0,,left_only,2.1044776119402986,2.1044776119402986,6.15272369296076e-05
Lee County,2004.0,121698,AL,1081.0,,left_only,2.1044776119402986,2.1044776119402986,1.729262281993376e-05
Limestone County,2004.0,68407,AL,1083.0,,left_only,2.1044776119402986,2.1044776119402986,3.0764068179284266e-05
Lowndes County,2004.0,13033,AL,1085.0,,left_only,2.1044776119402986,2.1044776119402986,0.00016147300022560413
Macon County,2004.0,23041,AL,1087.0,,left_only,2.1044776119402986,2.1044776119402986,9.133620988413257e-05
Madison County,2004.0,294814,AL,1089.0,12.0,both,2.1044776119402986,12.0,4.0703630085409784e-05
Marengo County,2004.0,21649,AL,1091.0,,left_only,2.1044776119402986,2.1044776119402986,9.720899865768851e-05
Marion County,2004.0,29712,AL,1093.0,,left_only,2.1044776119402986,2.1044776119402986,7.08292141875437e-05
Marshall County,2004.0,84161,AL,1095.0,,left_only,2.1044776119402986,2.1044776119402986,2.500537792968594e-05
Mobile County,2004.0,397521,AL,1097.0,27.0,both,2.1044776119402986,27.0,6.792094002580996e-05
Monroe County,2004.0,23351,AL,1099.0,,left_only,2.1044776119402986,2.1044776119402986,9.012366116827111e-05
Montgomery County,2004.0,222085,AL,1101.0,10.0,both,2.1044776119402986,10.0,4.5027804669383345e-05
Morgan County,2004.0,112210,AL,1103.0,11.0,both,2.1044776119402986,11.0,9.803047856697264e-05
Perry County,2004.0,11078,AL,1105.0,,left_only,2.1044776119402986,2.1044776119402986,0.00018996909297168247
Pickens County,2004.0,20096,AL,1107.0,,left_only,2.1044776119402986,2.1044776119402986,0.00010472121874702919
Pike County,2004.0,29727,AL,1109.0,,left_only,2.1044776119402986,2.1044776119402986,7.079347434790926e-05
Randolph County,2004.0,22394,AL,1111.0,,left_only,2.1044776119402986,2.1044776119402986,9.397506528267833e-05
Russell County,2004.0,48980,AL,1113.0,,left_only,2.1044776119402986,2.1044776119402986,4.296605985994893e-05
St. Clair County,2004.0,69966,AL,1115.0,,left_only,2.1044776119402986,2.1044776119402986,3.007857547866533e-05
Shelby County,2004.0,165723,AL,1117.0,,left_only,2.1044776119402986,2.1044776119402986,1.2698766085216286e-05
Sumter County,2004.0,13869,AL,1119.0,,left_only,2.1044776119402986,2.1044776119402986,0.00015173967928043108
Talladega County,2004.0,79746,AL,1121.0,,left_only,2.1044776119402986,2.1044776119402986,2.638975762972812e-05
Tallapoosa County,2004.0,40605,AL,1123.0,,left_only,2.1044776119402986,2.1044776119402986,5.1828041175724626e-05
Tuscaloosa County,2004.0,169051,AL,1125.0,,left_only,2.1044776119402986,2.1044776119402986,1.244877351769761e-05
Walker County,2004.0,69153,AL,1127.0,,left_only,2.1044776119402986,2.1044776119402986,3.043219544980404e-05
Washington County,2004.0,17579,AL,1129.0,,left_only,2.1044776119402986,2.1044776119402986,0.0001197154338665623
Wilcox County,2004.0,12721,AL,1131.0,,left_only,2.1044776119402986,2.1044776119402986,0.00016543334737365763
Winston County,2004.0,24307,AL,1133.0,,left_only,2.1044776119402986,2.1044776119402986,8.657907647757019e-05
Autauga County,2005.0,47870,AL,1001.0,,left_only,2.074626865671642,2.074626865671642,4.333876886717447e-05
Baldwin County,2005.0,162564,AL,1003.0,14.0,both,2.074626865671642,14.0,8.611992815137423e-05
Barbour County,2005.0,29452,AL,1005.0,,left_only,2.074626865671642,2.074626865671642,7.044095021294451e-05
Bibb County,2005.0,21375,AL,1007.0,,left_only,2.074626865671642,2.074626865671642,9.705856681504757e-05
Blount County,2005.0,55035,AL,1009.0,,left_only,2.074626865671642,2.074626865671642,3.769649978507571e-05
Bullock County,2005.0,10975,AL,1011.0,,left_only,2.074626865671642,2.074626865671642,0.00018903206065345256
Butler County,2005.0,20338,AL,1013.0,,left_only,2.074626865671642,2.074626865671642,0.00010200741792072189
Calhoun County,2005.0,112081,AL,1015.0,,left_only,2.074626865671642,2.074626865671642,1.8510067412600188e-05
Chambers County,2005.0,35173,AL,1017.0,,left_only,2.074626865671642,2.074626865671642,5.898350625967765e-05
Cherokee County,2005.0,24268,AL,1019.0,,left_only,2.074626865671642,2.074626865671642,8.548816819151317e-05
Chilton County,2005.0,41510,AL,1021.0,,left_only,2.074626865671642,2.074626865671642,4.997896568710291e-05
Choctaw County,2005.0,14507,AL,1023.0,,left_only,2.074626865671642,2.074626865671642,0.0001430086762026361
Clarke County,2005.0,26740,AL,1025.0,,left_only,2.074626865671642,2.074626865671642,7.758514830484823e-05
Clay County,2005.0,13847,AL,1027.0,,left_only,2.074626865671642,2.074626865671642,0.0001498250065481073
Cleburne County,2005.0,14276,AL,1029.0,,left_only,2.074626865671642,2.074626865671642,0.0001453227000330374
Coffee County,2005.0,45159,AL,1031.0,,left_only,2.074626865671642,2.074626865671642,4.5940496150748284e-05
Colbert County,2005.0,54399,AL,1033.0,,left_only,2.074626865671642,2.074626865671642,3.8137224317940434e-05
Conecuh County,2005.0,13176,AL,1035.0,,left_only,2.074626865671642,2.074626865671642,0.00015745498373342758
Coosa County,2005.0,10964,AL,1037.0,,left_only,2.074626865671642,2.074626865671642,0.00018922171339580827
Covington County,2005.0,36594,AL,1039.0,,left_only,2.074626865671642,2.074626865671642,5.669308809290162e-05
Crenshaw County,2005.0,13541,AL,1041.0,,left_only,2.074626865671642,2.074626865671642,0.00015321075737919222
Cullman County,2005.0,79382,AL,1043.0,,left_only,2.074626865671642,2.074626865671642,2.613472658375503e-05
Dale County,2005.0,48319,AL,1045.0,,left_only,2.074626865671642,2.074626865671642,4.2936047221002956e-05
Dallas County,2005.0,43358,AL,1047.0,,left_only,2.074626865671642,2.074626865671642,4.784876760163388e-05
DeKalb County,2005.0,66920,AL,1049.0,,left_only,2.074626865671642,2.074626865671642,3.100159691679082e-05
Elmore County,2005.0,73241,AL,1051.0,,left_only,2.074626865671642,2.074626865671642,2.832603139869256e-05
Escambia County,2005.0,37642,AL,1053.0,,left_only,2.074626865671642,2.074626865671642,5.511468215481754e-05
Etowah County,2005.0,102602,AL,1055.0,,left_only,2.074626865671642,2.074626865671642,2.0220140598347417e-05
Fayette County,2005.0,18012,AL,1057.0,,left_only,2.074626865671642,2.074626865671642,0.0001151802612520343
Franklin County,2005.0,30673,AL,1059.0,,left_only,2.074626865671642,2.074626865671642,6.763690756273079e-05
Geneva County,2005.0,25584,AL,1061.0,,left_only,2.074626865671642,2.074626865671642,8.109079368635248e-05
Greene County,2005.0,9472,AL,1063.0,,left_only,2.074626865671642,2.074626865671642,0.00021902732956837436
Hale County,2005.0,17921,AL,1065.0,,left_only,2.074626865671642,2.074626865671642,0.00011576512837853031
Henry County,2005.0,16424,AL,1067.0,,left_only,2.074626865671642,2.074626865671642,0.00012631678431999766
Houston County,2005.0,93614,AL,1069.0,,left_only,2.074626865671642,2.074626865671642,2.2161502186335824e-05
Jackson County,2005.0,52923,AL,1071.0,,left_only,2.074626865671642,2.074626865671642,3.9200855311899205e-05
Jefferson County,2005.0,659715,AL,1073.0,59.0,both,2.074626865671642,59.0,8.943255799852967e-05
Lamar County,2005.0,14707,AL,1075.0,,left_only,2.074626865671642,2.074626865671642,0.00014106390600881498
Lauderdale County,2005.0,87437,AL,1077.0,,left_only,2.074626865671642,2.074626865671642,2.372710483744458e-05
Lawrence County,2005.0,34293,AL,1079.0,,left_only,2.074626865671642,2.074626865671642,6.049709461615029e-05
Lee County,2005.0,125350,AL,1081.0,,left_only,2.074626865671642,2.074626865671642,1.6550673040858728e-05
Limestone County,2005.0,69792,AL,1083.0,,left_only,2.074626865671642,2.074626865671642,2.9725854907032923e-05
Lowndes County,2005.0,12898,AL,1085.0,,left_only,2.074626865671642,2.074626865671642,0.00016084872582351075
Macon County,2005.0,22736,AL,1087.0,,left_only,2.074626865671642,2.074626865671642,9.124854264917496e-05
Madison County,2005.0,300272,AL,1089.0,13.0,both,2.074626865671642,13.0,4.3294080034102415e-05
Marengo County,2005.0,21405,AL,1091.0,,left_only,2.074626865671642,2.074626865671642,9.692253518671534e-05
Marion County,2005.0,29493,AL,1093.0,,left_only,2.074626865671642,2.074626865671642,7.034302599503753e-05
Marshall County,2005.0,85298,AL,1095.0,,left_only,2.074626865671642,2.074626865671642,2.4322104453464814e-05
Mobile County,2005.0,398369,AL,1097.0,22.0,both,2.074626865671642,22.0,5.5225180674199045e-05
Monroe County,2005.0,23169,AL,1099.0,,left_only,2.074626865671642,2.074626865671642,8.954322006438094e-05
Montgomery County,2005.0,222220,AL,1101.0,,left_only,2.074626865671642,2.074626865671642,9.335914254664935e-06
Morgan County,2005.0,112951,AL,1103.0,10.0,both,2.074626865671642,10.0,8.853396605607742e-05
Perry County,2005.0,10787,AL,1105.0,,left_only,2.074626865671642,2.074626865671642,0.00019232658437671657
Pickens County,2005.0,19834,AL,1107.0,,left_only,2.074626865671642,2.074626865671642,0.00010459951929371997
Pike County,2005.0,29685,AL,1109.0,,left_only,2.074626865671642,2.074626865671642,6.988805341659564e-05
Randolph County,2005.0,22472,AL,1111.0,,left_only,2.074626865671642,2.074626865671642,9.23205262402831e-05
Russell County,2005.0,49094,AL,1113.0,,left_only,2.074626865671642,2.074626865671642,4.225825692898606e-05
St. Clair County,2005.0,72004,AL,1115.0,,left_only,2.074626865671642,2.074626865671642,2.881266131981059e-05
Shelby County,2005.0,171678,AL,1117.0,,left_only,2.074626865671642,2.074626865671642,1.2084407237221087e-05
Sumter County,2005.0,13640,AL,1119.0,,left_only,2.074626865671642,2.074626865671642,0.00015209874381756904
Talladega County,2005.0,79902,AL,1121.0,,left_only,2.074626865671642,2.074626865671642,2.5964642507967783e-05
Tallapoosa County,2005.0,40445,AL,1123.0,,left_only,2.074626865671642,2.074626865671642,5.129501460431801e-05
Tuscaloosa County,2005.0,172060,AL,1125.0,10.0,both,2.074626865671642,10.0,5.81192607230036e-05
Walker County,2005.0,69124,AL,1127.0,11.0,both,2.074626865671642,11.0,0.00015913430935709738
Washington County,2005.0,17410,AL,1129.0,,left_only,2.074626865671642,2.074626865671642,0.00011916294461066295
Wilcox County,2005.0,12642,AL,1131.0,,left_only,2.074626865671642,2.074626865671642,0.0001641059061597565
Winston County,2005.0,24236,AL,1133.0,,left_only,2.074626865671642,2.074626865671642,8.56010424852138e-05
Autauga County,2006.0,49105,AL,1001.0,,left_only,3.074626865671642,3.074626865671642,6.261331566381512e-05
Baldwin County,2006.0,168516,AL,1003.0,11.0,both,3.074626865671642,11.0,6.527570082366066e-05
Barbour County,2006.0,29556,AL,1005.0,,left_only,3.074626865671642,3.074626865671642,0.00010402716421950338
Bibb County,2006.0,21285,AL,1007.0,,left_only,3.074626865671642,3.074626865671642,0.00014445040477668037
Blount County,2006.0,55978,AL,1009.0,,left_only,3.074626865671642,3.074626865671642,5.492562909842513e-05
Bullock County,2006.0,10739,AL,1011.0,,left_only,3.074626865671642,3.074626865671642,0.0002863047644726364
Butler County,2006.0,20231,AL,1013.0,,left_only,3.074626865671642,3.074626865671642,0.0001519760202496981
Calhoun County,2006.0,112453,AL,1015.0,,left_only,3.074626865671642,3.074626865671642,2.734143922947046e-05
Chambers County,2006.0,34822,AL,1017.0,,left_only,3.074626865671642,3.074626865671642,8.829552770293612e-05
Cherokee County,2006.0,24531,AL,1019.0,,left_only,3.074626865671642,3.074626865671642,0.00012533638521347037
Chilton County,2006.0,41821,AL,1021.0,13.0,both,3.074626865671642,13.0,0.00031084861672365556
Choctaw County,2006.0,14389,AL,1023.0,,left_only,3.074626865671642,3.074626865671642,0.00021367898156033371
Clarke County,2006.0,26729,AL,1025.0,,left_only,3.074626865671642,3.074626865671642,0.0001150296257125834
Clay County,2006.0,13777,AL,1027.0,,left_only,3.074626865671642,3.074626865671642,0.00022317099990358145
Cleburne County,2006.0,14433,AL,1029.0,,left_only,3.074626865671642,3.074626865671642,0.0002130275663875592
Coffee County,2006.0,45639,AL,1031.0,,left_only,3.074626865671642,3.074626865671642,6.73684100368466e-05
Colbert County,2006.0,54462,AL,1033.0,,left_only,3.074626865671642,3.074626865671642,5.645453464198233e-05
Conecuh County,2006.0,13309,AL,1035.0,,left_only,3.074626865671642,3.074626865671642,0.00023101862391401623
Coosa County,2006.0,10857,AL,1037.0,,left_only,3.074626865671642,3.074626865671642,0.000283193042799267
Covington County,2006.0,36717,AL,1039.0,,left_only,3.074626865671642,3.074626865671642,8.373850983663267e-05
Crenshaw County,2006.0,13688,AL,1041.0,,left_only,3.074626865671642,3.074626865671642,0.0002246220679187348
Cullman County,2006.0,79871,AL,1043.0,,left_only,3.074626865671642,3.074626865671642,3.8494908861434586e-05
Dale County,2006.0,48038,AL,1045.0,,left_only,3.074626865671642,3.074626865671642,6.400405649010454e-05
Dallas County,2006.0,43050,AL,1047.0,,left_only,3.074626865671642,3.074626865671642,7.141990396449807e-05
DeKalb County,2006.0,67447,AL,1049.0,,left_only,3.074626865671642,3.074626865671642,4.558582095084499e-05
Elmore County,2006.0,75511,AL,1051.0,,left_only,3.074626865671642,3.074626865671642,4.0717602278762585e-05
Escambia County,2006.0,37572,AL,1053.0,,left_only,3.074626865671642,3.074626865671642,8.183293052463648e-05
Etowah County,2006.0,102854,AL,1055.0,,left_only,3.074626865671642,3.074626865671642,2.989311903933383e-05
Fayette County,2006.0,17758,AL,1057.0,,left_only,3.074626865671642,3.074626865671642,0.0001731403798666315
Franklin County,2006.0,30791,AL,1059.0,,left_only,3.074626865671642,3.074626865671642,9.985472591574297e-05
Geneva County,2006.0,25769,AL,1061.0,,left_only,3.074626865671642,3.074626865671642,0.00011931494686140874
Greene County,2006.0,9119,AL,1063.0,,left_only,3.074626865671642,3.074626865671642,0.0003371671088575109
Hale County,2006.0,17901,AL,1065.0,,left_only,3.074626865671642,3.074626865671642,0.0001717572686258668
Henry County,2006.0,16555,AL,1067.0,,left_only,3.074626865671642,3.074626865671642,0.00018572194899858904
Houston County,2006.0,95511,AL,1069.0,,left_only,3.074626865671642,3.074626865671642,3.219133781105466e-05
Jackson County,2006.0,52998,AL,1071.0,,left_only,3.074626865671642,3.074626865671642,5.80140168623654e-05
Jefferson County,2006.0,661447,AL,1073.0,86.0,both,3.074626865671642,86.0,0.00013001797574106467
Lamar County,2006.0,14456,AL,1075.0,,left_only,3.074626865671642,3.074626865671642,0.00021268863210235485
Lauderdale County,2006.0,87992,AL,1077.0,,left_only,3.074626865671642,3.074626865671642,3.4942118211560615e-05
Lawrence County,2006.0,33875,AL,1079.0,,left_only,3.074626865671642,3.074626865671642,9.0763892713554e-05
Lee County,2006.0,128217,AL,1081.0,,left_only,3.074626865671642,3.074626865671642,2.397986901636789e-05
Limestone County,2006.0,71795,AL,1083.0,,left_only,3.074626865671642,3.074626865671642,4.2825083441348866e-05
Lowndes County,2006.0,12711,AL,1085.0,,left_only,3.074626865671642,3.074626865671642,0.0002418870950886352
Macon County,2006.0,22544,AL,1087.0,,left_only,3.074626865671642,3.074626865671642,0.0001363833776468968
Madison County,2006.0,307509,AL,1089.0,,left_only,3.074626865671642,3.074626865671642,9.998493916183403e-06
Marengo County,2006.0,21335,AL,1091.0,,left_only,3.074626865671642,3.074626865671642,0.0001441118755880779
Marion County,2006.0,29585,AL,1093.0,,left_only,3.074626865671642,3.074626865671642,0.00010392519403994057
Marshall County,2006.0,86760,AL,1095.0,,left_only,3.074626865671642,3.074626865671642,3.5438299512121276e-05
Mobile County,2006.0,402199,AL,1097.0,33.0,both,3.074626865671642,33.0,8.204893597448029e-05
Monroe County,2006.0,22986,AL,1099.0,,left_only,3.074626865671642,3.074626865671642,0.00013376084858921265
Montgomery County,2006.0,225333,AL,1101.0,12.0,both,3.074626865671642,12.0,5.3254516648693264e-05
Morgan County,2006.0,114297,AL,1103.0,12.0,both,3.074626865671642,12.0,0.00010498963227381296
Perry County,2006.0,10554,AL,1105.0,,left_only,3.074626865671642,3.074626865671642,0.0002913233717710481
Pickens County,2006.0,19698,AL,1107.0,,left_only,3.074626865671642,3.074626865671642,0.0001560882762550331
