County,Year,Population,State,fips,_merge
Edwards County,2015,1911,TX,48137.0,both
Ellis County,2015,163331,TX,48139.0,both
El Paso County,2015,831382,TX,48141.0,both
Erath County,2015,41200,TX,48143.0,both
Falls County,2015,17215,TX,48145.0,both
Fannin County,2015,33501,TX,48147.0,both
Fayette County,2015,24923,TX,48149.0,both
Fisher County,2015,3876,TX,48151.0,both
Floyd County,2015,5845,TX,48153.0,both
Foard County,2015,1223,TX,48155.0,both
Fort Bend County,2015,715260,TX,48157.0,both
Franklin County,2015,10600,TX,48159.0,both
Freestone County,2015,19745,TX,48161.0,both
Frio County,2015,19348,TX,48163.0,both
Gaines County,2015,20204,TX,48165.0,both
Galveston County,2015,321074,TX,48167.0,both
Garza County,2015,6384,TX,48169.0,both
Gillespie County,2015,25913,TX,48171.0,both
Glasscock County,2015,1379,TX,48173.0,both
Goliad County,2015,7517,TX,48175.0,both
Gonzales County,2015,20492,TX,48177.0,both
Gray County,2015,23262,TX,48179.0,both
Grayson County,2015,125672,TX,48181.0,both
Gregg County,2015,123887,TX,48183.0,both
Grimes County,2015,27302,TX,48185.0,both
Guadalupe County,2015,150608,TX,48187.0,both
Hale County,2015,34010,TX,48189.0,both
Hall County,2015,3093,TX,48191.0,both
Hamilton County,2015,8084,TX,48193.0,both
Hansford County,2015,5652,TX,48195.0,both
Hardeman County,2015,3922,TX,48197.0,both
Hardin County,2015,55767,TX,48199.0,both
Harris County,2015,4556559,TX,48201.0,both
Harrison County,2015,66710,TX,48203.0,both
Hartley County,2015,5705,TX,48205.0,both
Haskell County,2015,5819,TX,48207.0,both
Hays County,2015,194588,TX,48209.0,both
Hemphill County,2015,4283,TX,48211.0,both
Henderson County,2015,79509,TX,48213.0,both
Hidalgo County,2015,838741,TX,48215.0,both
Hill County,2015,34841,TX,48217.0,both
Hockley County,2015,23291,TX,48219.0,both
Hood County,2015,55246,TX,48221.0,both
Hopkins County,2015,35970,TX,48223.0,both
Houston County,2015,22743,TX,48225.0,both
Howard County,2015,37114,TX,48227.0,both
Hudspeth County,2015,3534,TX,48229.0,both
Hunt County,2015,89708,TX,48231.0,both
Hutchinson County,2015,21798,TX,48233.0,both
Irion County,2015,1555,TX,48235.0,both
Jack County,2015,8886,TX,48237.0,both
Jackson County,2015,14807,TX,48239.0,both
Jasper County,2015,35268,TX,48241.0,both
Jeff Davis County,2015,2197,TX,48243.0,both
Jefferson County,2015,255115,TX,48245.0,both
Jim Hogg County,2015,5295,TX,48247.0,both
Jim Wells County,2015,41540,TX,48249.0,both
Johnson County,2015,159346,TX,48251.0,both
Jones County,2015,19965,TX,48253.0,both
Karnes County,2015,15407,TX,48255.0,both
Kaufman County,2015,114083,TX,48257.0,both
Kendall County,2015,39959,TX,48259.0,both
Kenedy County,2015,441,TX,48261.0,both
Kent County,2015,746,TX,48263.0,both
Kerr County,2015,50869,TX,48265.0,both
Kimble County,2015,4387,TX,48267.0,both
King County,2015,280,TX,48269.0,both
Kinney County,2015,3599,TX,48271.0,both
Kleberg County,2015,31406,TX,48273.0,both
Knox County,2015,3790,TX,48275.0,both
Lamar County,2015,49399,TX,48277.0,both
Lamb County,2015,13267,TX,48279.0,both
Lampasas County,2015,20362,TX,48281.0,both
La Salle County,2015,7635,TX,48283.0,both
Lavaca County,2015,19920,TX,48285.0,both
Lee County,2015,16859,TX,48287.0,both
Leon County,2015,17030,TX,48289.0,both
Liberty County,2015,79537,TX,48291.0,both
Limestone County,2015,23433,TX,48293.0,both
Lipscomb County,2015,3557,TX,48295.0,both
Live Oak County,2015,12177,TX,48297.0,both
Llano County,2015,20080,TX,48299.0,both
Loving County,2015,119,TX,48301.0,both
Lubbock County,2015,298509,TX,48303.0,both
Lynn County,2015,5746,TX,48305.0,both
McCulloch County,2015,8253,TX,48307.0,both
McLennan County,2015,245471,TX,48309.0,both
McMullen County,2015,831,TX,48311.0,both
Madison County,2015,13954,TX,48313.0,both
Marion County,2015,10152,TX,48315.0,both
Martin County,2015,5639,TX,48317.0,both
Mason County,2015,4063,TX,48319.0,both
Matagorda County,2015,36747,TX,48321.0,both
Maverick County,2015,57643,TX,48323.0,both
Medina County,2015,48419,TX,48325.0,both
Menard County,2015,2135,TX,48327.0,both
Midland County,2015,162381,TX,48329.0,both
Milam County,2015,24364,TX,48331.0,both
Mills County,2015,4887,TX,48333.0,both
Mitchell County,2015,8863,TX,48335.0,both
Montague County,2015,19254,TX,48337.0,both
Montgomery County,2015,535913,TX,48339.0,both
Moore County,2015,21709,TX,48341.0,both
Morris County,2015,12360,TX,48343.0,both
Motley County,2015,1146,TX,48345.0,both
Nacogdoches County,2015,65456,TX,48347.0,both
Navarro County,2015,48167,TX,48349.0,both
Newton County,2015,14161,TX,48351.0,both
Nolan County,2015,15128,TX,48353.0,both
Nueces County,2015,360587,TX,48355.0,both
Ochiltree County,2015,10690,TX,48357.0,both
Oldham County,2015,2064,TX,48359.0,both
Orange County,2015,84026,TX,48361.0,both
Palo Pinto County,2015,27963,TX,48363.0,both
Panola County,2015,23661,TX,48365.0,both
Parker County,2015,125691,TX,48367.0,both
Parmer County,2015,9791,TX,48369.0,both
Pecos County,2015,16022,TX,48371.0,both
Polk County,2015,46617,TX,48373.0,both
Potter County,2015,121214,TX,48375.0,both
Presidio County,2015,7048,TX,48377.0,both
Rains County,2015,11121,TX,48379.0,both
Randall County,2015,130463,TX,48381.0,both
Reagan County,2015,3804,TX,48383.0,both
Real County,2015,3297,TX,48385.0,both
Red River County,2015,12344,TX,48387.0,both
Reeves County,2015,15556,TX,48389.0,both
Refugio County,2015,7331,TX,48391.0,both
Roberts County,2015,906,TX,48393.0,both
Robertson County,2015,16688,TX,48395.0,both
Rockwall County,2015,90258,TX,48397.0,both
Runnels County,2015,10387,TX,48399.0,both
Rusk County,2015,52897,TX,48401.0,both
Sabine County,2015,10451,TX,48403.0,both
San Augustine County,2015,8346,TX,48405.0,both
San Jacinto County,2015,27376,TX,48407.0,both
San Patricio County,2015,67121,TX,48409.0,both
San Saba County,2015,5925,TX,48411.0,both
Schleicher County,2015,3191,TX,48413.0,both
Scurry County,2015,17565,TX,48415.0,both
Shackelford County,2015,3331,TX,48417.0,both
Shelby County,2015,25366,TX,48419.0,both
Sherman County,2015,3053,TX,48421.0,both
Smith County,2015,222450,TX,48423.0,both
Somervell County,2015,8619,TX,48425.0,both
Starr County,2015,63406,TX,48427.0,both
Stephens County,2015,9378,TX,48429.0,both
Sterling County,2015,1330,TX,48431.0,both
Stonewall County,2015,1400,TX,48433.0,both
Sutton County,2015,3918,TX,48435.0,both
Swisher County,2015,7477,TX,48437.0,both
Tarrant County,2015,1985664,TX,48439.0,both
Taylor County,2015,136210,TX,48441.0,both
Terrell County,2015,863,TX,48443.0,both
Terry County,2015,12761,TX,48445.0,both
Throckmorton County,2015,1558,TX,48447.0,both
Titus County,2015,32605,TX,48449.0,both
Tom Green County,2015,117574,TX,48451.0,both
Travis County,2015,1180003,TX,48453.0,both
Trinity County,2015,14541,TX,48455.0,both
Tyler County,2015,21372,TX,48457.0,both
Upshur County,2015,40343,TX,48459.0,both
Upton County,2015,3658,TX,48461.0,both
Uvalde County,2015,26948,TX,48463.0,both
Val Verde County,2015,48860,TX,48465.0,both
Van Zandt County,2015,53431,TX,48467.0,both
Victoria County,2015,92130,TX,48469.0,both
Walker County,2015,70825,TX,48471.0,both
Waller County,2015,48663,TX,48473.0,both
Ward County,2015,11630,TX,48475.0,both
Washington County,2015,34820,TX,48477.0,both
Webb County,2015,269598,TX,48479.0,both
Wharton County,2015,41369,TX,48481.0,both
Wheeler County,2015,5665,TX,48483.0,both
Wichita County,2015,131050,TX,48485.0,both
Wilbarger County,2015,13059,TX,48487.0,both
Willacy County,2015,21852,TX,48489.0,both
Williamson County,2015,507728,TX,48491.0,both
Wilson County,2015,47181,TX,48493.0,both
Winkler County,2015,8028,TX,48495.0,both
Wise County,2015,62813,TX,48497.0,both
Wood County,2015,43142,TX,48499.0,both
Yoakum County,2015,8635,TX,48501.0,both
Young County,2015,18154,TX,48503.0,both
Zapata County,2015,14474,TX,48505.0,both
Zavala County,2015,12322,TX,48507.0,both
Beaver County,2003,5990,UT,49001.0,both
Box Elder County,2003,45229,UT,49003.0,both
Cache County,2003,100177,UT,49005.0,both
Carbon County,2003,19665,UT,49007.0,both
Daggett County,2003,887,UT,49009.0,both
Davis County,2003,256173,UT,49011.0,both
Duchesne County,2003,14782,UT,49013.0,both
Emery County,2003,10497,UT,49015.0,both
Garfield County,2003,4457,UT,49017.0,both
Grand County,2003,8793,UT,49019.0,both
Iron County,2003,36061,UT,49021.0,both
Juab County,2003,8599,UT,49023.0,both
Kane County,2003,6007,UT,49025.0,both
Millard County,2003,12151,UT,49027.0,both
Morgan County,2003,7444,UT,49029.0,both
Piute County,2003,1365,UT,49031.0,both
Rich County,2003,2007,UT,49033.0,both
Salt Lake County,2003,936378,UT,49035.0,both
San Juan County,2003,13727,UT,49037.0,both
Sanpete County,2003,23337,UT,49039.0,both
Sevier County,2003,18956,UT,49041.0,both
Summit County,2003,32666,UT,49043.0,both
Tooele County,2003,47333,UT,49045.0,both
Uintah County,2003,26180,UT,49047.0,both
Utah County,2003,409465,UT,49049.0,both
Wasatch County,2003,17382,UT,49051.0,both
Washington County,2003,104274,UT,49053.0,both
Wayne County,2003,2459,UT,49055.0,both
Weber County,2003,207497,UT,49057.0,both
Beaver County,2004,5994,UT,49001.0,both
Box Elder County,2004,45575,UT,49003.0,both
Cache County,2004,102229,UT,49005.0,both
Carbon County,2004,19438,UT,49007.0,both
Daggett County,2004,914,UT,49009.0,both
Davis County,2004,262689,UT,49011.0,both
Duchesne County,2004,14827,UT,49013.0,both
Emery County,2004,10369,UT,49015.0,both
Garfield County,2004,4359,UT,49017.0,both
Grand County,2004,8851,UT,49019.0,both
Iron County,2004,37030,UT,49021.0,both
Juab County,2004,8777,UT,49023.0,both
Kane County,2004,6038,UT,49025.0,both
Millard County,2004,11988,UT,49027.0,both
Morgan County,2004,7551,UT,49029.0,both
Piute County,2004,1374,UT,49031.0,both
Rich County,2004,2012,UT,49033.0,both
Salt Lake County,2004,948223,UT,49035.0,both
San Juan County,2004,13928,UT,49037.0,both
Sanpete County,2004,23512,UT,49039.0,both
Sevier County,2004,19101,UT,49041.0,both
Summit County,2004,33705,UT,49043.0,both
Tooele County,2004,48669,UT,49045.0,both
Uintah County,2004,26466,UT,49047.0,both
Utah County,2004,434114,UT,49049.0,both
Wasatch County,2004,17827,UT,49051.0,both
Washington County,2004,110294,UT,49053.0,both
Wayne County,2004,2419,UT,49055.0,both
Weber County,2004,210642,UT,49057.0,both
Beaver County,2005,6067,UT,49001.0,both
Box Elder County,2005,45938,UT,49003.0,both
Cache County,2005,104540,UT,49005.0,both
Carbon County,2005,19180,UT,49007.0,both
Daggett County,2005,916,UT,49009.0,both
Davis County,2005,269695,UT,49011.0,both
Duchesne County,2005,15135,UT,49013.0,both
Emery County,2005,10331,UT,49015.0,both
Garfield County,2005,4339,UT,49017.0,both
Grand County,2005,9066,UT,49019.0,both
Iron County,2005,39298,UT,49021.0,both
Juab County,2005,8889,UT,49023.0,both
Kane County,2005,6167,UT,49025.0,both
Millard County,2005,11891,UT,49027.0,both
Morgan County,2005,7752,UT,49029.0,both
Piute County,2005,1362,UT,49031.0,both
Rich County,2005,2005,UT,49033.0,both
Salt Lake County,2005,960067,UT,49035.0,both
San Juan County,2005,13887,UT,49037.0,both
Sanpete County,2005,23717,UT,49039.0,both
Sevier County,2005,19031,UT,49041.0,both
Summit County,2005,34686,UT,49043.0,both
Tooele County,2005,50092,UT,49045.0,both
Uintah County,2005,26978,UT,49047.0,both
Utah County,2005,454694,UT,49049.0,both
Wasatch County,2005,18726,UT,49051.0,both
Washington County,2005,119119,UT,49053.0,both
Wayne County,2005,2402,UT,49055.0,both
Weber County,2005,213667,UT,49057.0,both
Beaver County,2006,6113,UT,49001.0,both
Box Elder County,2006,46722,UT,49003.0,both
Cache County,2006,106399,UT,49005.0,both
Carbon County,2006,19242,UT,49007.0,both
Daggett County,2006,924,UT,49009.0,both
Davis County,2006,279037,UT,49011.0,both
Duchesne County,2006,15436,UT,49013.0,both
Emery County,2006,10264,UT,49015.0,both
Garfield County,2006,4376,UT,49017.0,both
Grand County,2006,9291,UT,49019.0,both
Iron County,2006,41703,UT,49021.0,both
Juab County,2006,9132,UT,49023.0,both
Kane County,2006,6430,UT,49025.0,both
Millard County,2006,11889,UT,49027.0,both
Morgan County,2006,8062,UT,49029.0,both
Piute County,2006,1350,UT,49031.0,both
Rich County,2006,1977,UT,49033.0,both
Salt Lake County,2006,985487,UT,49035.0,both
San Juan County,2006,13964,UT,49037.0,both
Sanpete County,2006,23967,UT,49039.0,both
Sevier County,2006,19366,UT,49041.0,both
Summit County,2006,34908,UT,49043.0,both
Tooele County,2006,52353,UT,49045.0,both
Uintah County,2006,27803,UT,49047.0,both
Utah County,2006,482291,UT,49049.0,both
Wasatch County,2006,19891,UT,49051.0,both
Washington County,2006,126720,UT,49053.0,both
Wayne County,2006,2462,UT,49055.0,both
Weber County,2006,216165,UT,49057.0,both
Beaver County,2007,6068,UT,49001.0,both
Box Elder County,2007,47863,UT,49003.0,both
Cache County,2007,108655,UT,49005.0,both
Carbon County,2007,19666,UT,49007.0,both
Daggett County,2007,904,UT,49009.0,both
Davis County,2007,287888,UT,49011.0,both
Duchesne County,2007,16191,UT,49013.0,both
Emery County,2007,10344,UT,49015.0,both
Garfield County,2007,4499,UT,49017.0,both
Grand County,2007,9422,UT,49019.0,both
Iron County,2007,43283,UT,49021.0,both
Juab County,2007,9551,UT,49023.0,both
Kane County,2007,6494,UT,49025.0,both
Millard County,2007,11886,UT,49027.0,both
Morgan County,2007,8438,UT,49029.0,both
Piute County,2007,1329,UT,49031.0,both
Rich County,2007,2053,UT,49033.0,both
Salt Lake County,2007,1002425,UT,49035.0,both
San Juan County,2007,14378,UT,49037.0,both
Sanpete County,2007,24565,UT,49039.0,both
Sevier County,2007,19682,UT,49041.0,both
Summit County,2007,35449,UT,49043.0,both
Tooele County,2007,54720,UT,49045.0,both
Uintah County,2007,28917,UT,49047.0,both
Utah County,2007,512902,UT,49049.0,both
Wasatch County,2007,20395,UT,49051.0,both
Washington County,2007,132298,UT,49053.0,both
Wayne County,2007,2487,UT,49055.0,both
Weber County,2007,221044,UT,49057.0,both
Beaver County,2008,6182,UT,49001.0,both
Box Elder County,2008,49059,UT,49003.0,both
Cache County,2008,111873,UT,49005.0,both
Carbon County,2008,19605,UT,49007.0,both
Daggett County,2008,912,UT,49009.0,both
Davis County,2008,295061,UT,49011.0,both
Duchesne County,2008,16926,UT,49013.0,both
Emery County,2008,10470,UT,49015.0,both
Garfield County,2008,4600,UT,49017.0,both
Grand County,2008,9598,UT,49019.0,both
Iron County,2008,44194,UT,49021.0,both
Juab County,2008,9999,UT,49023.0,both
Kane County,2008,6541,UT,49025.0,both
Millard County,2008,12095,UT,49027.0,both
Morgan County,2008,8744,UT,49029.0,both
Piute County,2008,1406,UT,49031.0,both
Rich County,2008,2141,UT,49033.0,both
Salt Lake County,2008,1018527,UT,49035.0,both
San Juan County,2008,14868,UT,49037.0,both
Sanpete County,2008,25514,UT,49039.0,both
Sevier County,2008,19961,UT,49041.0,both
Summit County,2008,36208,UT,49043.0,both
Tooele County,2008,56865,UT,49045.0,both
Uintah County,2008,29834,UT,49047.0,both
Utah County,2008,529755,UT,49049.0,both
Wasatch County,2008,20976,UT,49051.0,both
Washington County,2008,135678,UT,49053.0,both
Wayne County,2008,2558,UT,49055.0,both
Weber County,2008,227193,UT,49057.0,both
Beaver County,2009,6267,UT,49001.0,both
Box Elder County,2009,49902,UT,49003.0,both
Cache County,2009,115269,UT,49005.0,both
Carbon County,2009,19989,UT,49007.0,both
Daggett County,2009,941,UT,49009.0,both
Davis County,2009,300827,UT,49011.0,both
Duchesne County,2009,17948,UT,49013.0,both
Emery County,2009,10629,UT,49015.0,both
Garfield County,2009,4625,UT,49017.0,both
Grand County,2009,9660,UT,49019.0,both
Iron County,2009,45280,UT,49021.0,both
Juab County,2009,10244,UT,49023.0,both
Kane County,2009,6601,UT,49025.0,both
Millard County,2009,12276,UT,49027.0,both
Morgan County,2009,8908,UT,49029.0,both
Piute County,2009,1431,UT,49031.0,both
Rich County,2009,2160,UT,49033.0,both
Salt Lake County,2009,1034989,UT,49035.0,both
San Juan County,2009,15049,UT,49037.0,both
Sanpete County,2009,25946,UT,49039.0,both
Sevier County,2009,19976,UT,49041.0,both
Summit County,2009,36969,UT,49043.0,both
Tooele County,2009,58335,UT,49045.0,both
Uintah County,2009,31536,UT,49047.0,both
Utah County,2009,545307,UT,49049.0,both
Wasatch County,2009,21600,UT,49051.0,both
Washington County,2009,137473,UT,49053.0,both
Wayne County,2009,2601,UT,49055.0,both
Weber County,2009,231834,UT,49057.0,both
Beaver County,2010,6629,UT,49001.0,both
Box Elder County,2010,49975,UT,49003.0,both
Cache County,2010,112656,UT,49005.0,both
Carbon County,2010,21403,UT,49007.0,both
Daggett County,2010,1059,UT,49009.0,both
Davis County,2010,306479,UT,49011.0,both
Duchesne County,2010,18607,UT,49013.0,both
Emery County,2010,10976,UT,49015.0,both
Garfield County,2010,5172,UT,49017.0,both
Grand County,2010,9225,UT,49019.0,both
Iron County,2010,46163,UT,49021.0,both
Juab County,2010,10246,UT,49023.0,both
Kane County,2010,7125,UT,49025.0,both
Millard County,2010,12503,UT,49027.0,both
Morgan County,2010,9469,UT,49029.0,both
Piute County,2010,1556,UT,49031.0,both
Rich County,2010,2264,UT,49033.0,both
Salt Lake County,2010,1029655,UT,49035.0,both
San Juan County,2010,14746,UT,49037.0,both
Sanpete County,2010,27822,UT,49039.0,both
Sevier County,2010,20802,UT,49041.0,both
Summit County,2010,36324,UT,49043.0,both
Tooele County,2010,58218,UT,49045.0,both
Uintah County,2010,32588,UT,49047.0,both
Utah County,2010,516564,UT,49049.0,both
Wasatch County,2010,23530,UT,49051.0,both
Washington County,2010,138115,UT,49053.0,both
Wayne County,2010,2778,UT,49055.0,both
Weber County,2010,231236,UT,49057.0,both
Beaver County,2011,6560,UT,49001.0,both
Box Elder County,2011,50242,UT,49003.0,both
Cache County,2011,114800,UT,49005.0,both
Carbon County,2011,21308,UT,49007.0,both
Daggett County,2011,1162,UT,49009.0,both
Davis County,2011,311904,UT,49011.0,both
Duchesne County,2011,18700,UT,49013.0,both
Emery County,2011,10986,UT,49015.0,both
Garfield County,2011,5150,UT,49017.0,both
Grand County,2011,9286,UT,49019.0,both
Iron County,2011,46632,UT,49021.0,both
Juab County,2011,10317,UT,49023.0,both
Kane County,2011,7297,UT,49025.0,both
Millard County,2011,12571,UT,49027.0,both
Morgan County,2011,9655,UT,49029.0,both
Piute County,2011,1497,UT,49031.0,both
Rich County,2011,2295,UT,49033.0,both
Salt Lake County,2011,1047702,UT,49035.0,both
San Juan County,2011,14850,UT,49037.0,both
Sanpete County,2011,28000,UT,49039.0,both
Sevier County,2011,20872,UT,49041.0,both
Summit County,2011,37438,UT,49043.0,both
Tooele County,2011,59198,UT,49045.0,both
Uintah County,2011,33246,UT,49047.0,both
Utah County,2011,530844,UT,49049.0,both
Wasatch County,2011,24404,UT,49051.0,both
Washington County,2011,141288,UT,49053.0,both
Wayne County,2011,2742,UT,49055.0,both
Weber County,2011,233851,UT,49057.0,both
Beaver County,2012,6500,UT,49001.0,both
Box Elder County,2012,50205,UT,49003.0,both
Cache County,2012,115925,UT,49005.0,both
Carbon County,2012,21226,UT,49007.0,both
Daggett County,2012,1096,UT,49009.0,both
